,scientificName,stateProvince,municipality,verbatimLocality,verbatimCoordinates,verbatimElevation,eventDate,habitat,observaciones,Abundancia,Legatarios,Número de pliego
698,Polypodium cambricum L.,Or,Padrenda,"Freas, río Gorgua",29TNG7063,310.0,11-VII-2003,Ripisilva del río Gorgua,,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26134
699,Polystichum setiferum (Forssk.) Woyn.,Or,Padrenda,"Freas, río Gorgua",29TNG7063,310.0,11-VII-2003,Ripisilva del río Gorgua,,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26135/1
700,Polystichum setiferum (Forssk.) Woyn.,Or,Padrenda,"Freas, río Gorgua",29TNG7063,310.0,11-VII-2003,Ripisilva del río Gorgua,,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26135/2
701,Polystichum setiferum (Forssk.) Woyn.,Or,Padrenda,"Freas, río Gorgua",29TNG7063,310.0,11-VII-2003,Ripisilva del río Gorgua,,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26135/3
702,Polystichum setiferum (Forssk.) Woyn.,Or,Padrenda,"Freas, río Gorgua",29TNG7063,310.0,11-VII-2003,Ripisilva del río Gorgua,,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26135/4
703,Polystichum setiferum (Forssk.) Woyn.,Or,Padrenda,"Freas, río Gorgua",29TNG7063,310.0,11-VII-2003,Ripisilva del río Gorgua,,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26135/5
704,Polystichum setiferum (Forssk.) Woyn.,Or,Padrenda,"Freas, río Gorgua",29TNG7063,310.0,11-VII-2003,Ripisilva del río Gorgua,,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26135/6
705,Polystichum setiferum (Forssk.) Woyn.,Or,Padrenda,"Freas, río Gorgua",29TNG7063,310.0,11-VII-2003,Ripisilva del río Gorgua,,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26135/7
706,Polystichum setiferum (Forssk.) Woyn.,Or,Padrenda,"Freas, río Gorgua",29TNG7063,310.0,11-VII-2003,Ripisilva del río Gorgua,,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26135/8
707,Teucrium scorodonia L.,Or,Padrenda,"Freas, río Gorgua",29TNG7063,310.0,11-VII-2003,En márgenes de carretera,,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26136
708,Umbilicus rupestris (Salisb.) Dandy,Or,Padrenda,"Freas, río Gorgua",29TNG7063,310.0,11-VII-2003,Ripisilva del río Gorgua,,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26137
709,Dactylorhiza maculata (L.) Soó,Or,Quintela de Leirado,Bangueses de Arriba,29TNG7959,1023.0,11-VII-2003,"Prados húmedos, semiturbera",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26138
710,Erica tetralix L.,Or,Quintela de Leirado,Bangueses de Arriba,29TNG7959,1023.0,11-VII-2003,"Prados húmedos, semiturbera",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26139
711,Digitalis purpurea L.,Or,Quintela de Leirado,Bangueses de Arriba,29TNG7959,1023.0,11-VII-2003,"Prados húmedos, semiturbera",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26140/1
712,Juncus sp.,Or,Quintela de Leirado,Bangueses de Arriba,29TNG7959,1023.0,11-VII-2003,"Prados húmedos, semiturbera",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26140/2
713,Juncus articulatus L.,Or,Quintela de Leirado,Bangueses de Arriba,29TNG7959,1023.0,11-VII-2003,"Prados húmedos, semiturbera",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26140/3
714,Juncus articulatus L.,Or,Quintela de Leirado,Bangueses de Arriba,29TNG7959,1023.0,11-VII-2003,"Prados húmedos, semiturbera",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26141
715,Juncus sp.,Or,Quintela de Leirado,Bangueses de Arriba,29TNG7959,1023.0,11-VII-2003,"Prados húmedos, semiturbera",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26142
716,Myosotis ramosissima Rochel,Or,Quintela de Leirado,Bangueses de Arriba,29TNG7959,1023.0,11-VII-2003,"Prados húmedos, semiturbera",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26143
717,Epilobium sp.,Or,Quintela de Leirado,Bangueses de Arriba,29TNG7959,1023.0,11-VII-2003,"Prados húmedos, semiturbera",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26144
718,Wahlenbergia hederacea (L.) Rchb.,Or,Quintela de Leirado,Bangueses de Arriba,29TNG7959,1023.0,11-VII-2003,"Prados húmedos, semiturbera",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26145
719,Potentilla erecta (L.) Raeusch.,Or,Quintela de Leirado,Bangueses de Arriba,29TNG7959,1023.0,11-VII-2003,"Prados húmedos, semiturbera",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26146
720,Teucrium scorodonia L.,Or,Quintela de Leirado,Bangueses de Arriba,29TNG7959,1023.0,11-VII-2003,"Prados húmedos, semiturbera",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26147
721,Campanula lusitanica L.,Or,Quintela de Leirado,Bangueses de Arriba,29TNG7959,1023.0,11-VII-2003,"Prados húmedos, semiturbera",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26148
722,Achillea millefolium L.,Or,Quintela de Leirado,Bangueses de Arriba,29TNG7959,1023.0,11-VII-2003,"Prados húmedos, semiturbera",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26149
723,Prunella vulgaris L.,Or,Quintela de Leirado,Bangueses de Arriba,29TNG7959,1023.0,11-VII-2003,"Prados húmedos, semiturbera",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26150
724,Jasione montana L.,Or,Quintela de Leirado,Bangueses de Arriba,29TNG7959,1023.0,11-VII-2003,"Prados húmedos, semiturbera",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26151
725,Lithodora prostrata (Loisel.) Griseb.,Or,Quintela de Leirado,Bangueses de Arriba,29TNG7959,1023.0,11-VII-2003,"Prados húmedos, semiturbera",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26152
726,Cirsium sp.,Or,Quintela de Leirado,Bangueses de Arriba,29TNG7959,1023.0,11-VII-2003,"Prados húmedos, semiturbera",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26153
727,Carduus sp.,Or,Quintela de Leirado,Bangueses de Arriba,29TNG7959,1023.0,11-VII-2003,"Prados húmedos, semiturbera",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26154
728,Helianthemum sp.,Or,Quintela de Leirado,Bangueses de Arriba,29TNG7959,1023.0,11-VII-2003,"Prados húmedos, semiturbera",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26155
729,Carex sp.,Or,Quintela de Leirado,Bangueses de Arriba,29TNG7959,1023.0,11-VII-2003,"Prados húmedos, semiturbera",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26156
730,Luzula sp.,Or,Quintela de Leirado,Bangueses de Arriba,29TNG7959,1023.0,11-VII-2003,"Prados húmedos, semiturbera",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26157
731,Dryopteris affinis (Lowe) Fraser-Jenk.,Or,Quintela de Leirado,Corga do Salto do Gato,29TNG7460,1070.0,11-VII-2003,"Bosque en galería de Salix atrocinerea, Corylus avellana, Betula alba",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26158/1
732,Dryopteris affinis (Lowe) Fraser-Jenk.,Or,Quintela de Leirado,Corga do Salto do Gato,29TNG7460,1070.0,11-VII-2003,"Bosque en galería de Salix atrocinerea, Corylus avellana, Betula alba",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26158/1
733,Dryopteris affinis (Lowe) Fraser-Jenk.,Or,Quintela de Leirado,Corga do Salto do Gato,29TNG7460,1070.0,11-VII-2003,"Bosque en galería de Salix atrocinerea, Corylus avellana, Betula alba",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26158/2
734,Dryopteris affinis (Lowe) Fraser-Jenk.,Or,Quintela de Leirado,Corga do Salto do Gato,29TNG7460,1070.0,11-VII-2003,"Bosque en galería de Salix atrocinerea, Corylus avellana, Betula alba",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26158/3
735,Athyrium filix-femina (L.) Roth,Or,Quintela de Leirado,Corga do Salto do Gato,29TNG7460,1070.0,11-VII-2003,"Bosque en galería de Salix atrocinerea, Corylus avellana, Betula alba",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26159/1
736,Athyrium filix-femina (L.) Roth,Or,Quintela de Leirado,Corga do Salto do Gato,29TNG7460,1070.0,11-VII-2003,"Bosque en galería de Salix atrocinerea, Corylus avellana, Betula alba",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26159/10
737,Athyrium filix-femina (L.) Roth,Or,Quintela de Leirado,Corga do Salto do Gato,29TNG7460,1070.0,11-VII-2003,"Bosque en galería de Salix atrocinerea, Corylus avellana, Betula alba",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26159/11
738,Athyrium filix-femina (L.) Roth,Or,Quintela de Leirado,Corga do Salto do Gato,29TNG7460,1070.0,11-VII-2003,"Bosque en galería de Salix atrocinerea, Corylus avellana, Betula alba",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26159/12
739,Athyrium filix-femina (L.) Roth,Or,Quintela de Leirado,Corga do Salto do Gato,29TNG7460,1070.0,11-VII-2003,"Bosque en galería de Salix atrocinerea, Corylus avellana, Betula alba",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26159/13
740,Athyrium filix-femina (L.) Roth,Or,Quintela de Leirado,Corga do Salto do Gato,29TNG7460,1070.0,11-VII-2003,"Bosque en galería de Salix atrocinerea, Corylus avellana, Betula alba",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26159/14
741,Athyrium filix-femina (L.) Roth,Or,Quintela de Leirado,Corga do Salto do Gato,29TNG7460,1070.0,11-VII-2003,"Bosque en galería de Salix atrocinerea, Corylus avellana, Betula alba",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26159/15
742,Athyrium filix-femina (L.) Roth,Or,Quintela de Leirado,Corga do Salto do Gato,29TNG7460,1070.0,11-VII-2003,"Bosque en galería de Salix atrocinerea, Corylus avellana, Betula alba",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26159/16
743,Athyrium filix-femina (L.) Roth,Or,Quintela de Leirado,Corga do Salto do Gato,29TNG7460,1070.0,11-VII-2003,"Bosque en galería de Salix atrocinerea, Corylus avellana, Betula alba",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26159/2
744,Athyrium filix-femina (L.) Roth,Or,Quintela de Leirado,Corga do Salto do Gato,29TNG7460,1070.0,11-VII-2003,"Bosque en galería de Salix atrocinerea, Corylus avellana, Betula alba",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26159/3
745,Athyrium filix-femina (L.) Roth,Or,Quintela de Leirado,Corga do Salto do Gato,29TNG7460,1070.0,11-VII-2003,"Bosque en galería de Salix atrocinerea, Corylus avellana, Betula alba",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26159/4
746,Athyrium filix-femina (L.) Roth,Or,Quintela de Leirado,Corga do Salto do Gato,29TNG7460,1070.0,11-VII-2003,"Bosque en galería de Salix atrocinerea, Corylus avellana, Betula alba",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26159/5
747,Athyrium filix-femina (L.) Roth,Or,Quintela de Leirado,Corga do Salto do Gato,29TNG7460,1070.0,11-VII-2003,"Bosque en galería de Salix atrocinerea, Corylus avellana, Betula alba",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26159/6
748,Athyrium filix-femina (L.) Roth,Or,Quintela de Leirado,Corga do Salto do Gato,29TNG7460,1070.0,11-VII-2003,"Bosque en galería de Salix atrocinerea, Corylus avellana, Betula alba",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26159/7
749,Athyrium filix-femina (L.) Roth,Or,Quintela de Leirado,Corga do Salto do Gato,29TNG7460,1070.0,11-VII-2003,"Bosque en galería de Salix atrocinerea, Corylus avellana, Betula alba",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26159/8
750,Athyrium filix-femina (L.) Roth,Or,Quintela de Leirado,Corga do Salto do Gato,29TNG7460,1070.0,11-VII-2003,"Bosque en galería de Salix atrocinerea, Corylus avellana, Betula alba",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26159/9
751,Pteridium aquilinum (L.) Kuhn,Or,Quintela de Leirado,Corga do Salto do Gato,29TNG7460,1070.0,11-VII-2003,"Bosque en galería de Salix atrocinerea, Corylus avellana, Betula alba",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26160
752,Allium victorialis L.,Or,Quintela de Leirado,Corga do Salto do Gato,29TNG7460,1070.0,11-VII-2003,"Bosque en galería de Salix atrocinerea, Corylus avellana, Betula alba",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26161/1
753,Allium victorialis L.,Or,Quintela de Leirado,Corga do Salto do Gato,29TNG7460,1070.0,11-VII-2003,"Bosque en galería de Salix atrocinerea, Corylus avellana, Betula alba",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26161/2
754,Allium victorialis L.,Or,Quintela de Leirado,Corga do Salto do Gato,29TNG7460,1070.0,11-VII-2003,"Bosque en galería de Salix atrocinerea, Corylus avellana, Betula alba",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26161/3
755,Blechnum spicant (L.) Roth,Or,Quintela de Leirado,Corga do Salto do Gato,29TNG7460,1070.0,11-VII-2003,"Bosque en galería de Salix atrocinerea, Corylus avellana, Betula alba",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26162
756,Asplenium billotii F.W. Schultz,Or,Quintela de Leirado,Corga do Salto do Gato,29TNG7460,1070.0,11-VII-2003,"Bosque en galería de Salix atrocinerea, Corylus avellana, Betula alba",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26163
757,Linaria triornithophora (L.) Willd.,Or,Quintela de Leirado,Corga do Salto do Gato,29TNG7460,1070.0,11-VII-2003,"Bosque en galería de Salix atrocinerea, Corylus avellana, Betula alba",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26164
758,Saponaria officinalis L.,Po,Marín,Mogor,29TNG2393,40.0,20-VII-2003,"En el borde de la carretera, en zonas sombría, al pie de un pequeño grupo de Eucaliptus globulus",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26165/1
759,Saponaria officinalis L.,Po,Marín,Mogor,29TNG2393,41.0,20-VI-2003,"En el borde de la carretera, en zonas sombría, al pie de un pequeño grupo de Eucaliptus globulus",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26165/2
760,Rumex induratus Boiss. & Reut.,Or,O Barco de Valdeorras,Xagoaza,29TPG6499,385.0,06-VII-2003,En taludes resecos,,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26166
761,Centranthus ruber (L.) DC.,Or,O Barco de Valdeorras,Xagoaza,29TPG6499,385.0,06-VII-2003,"En una cuneta, en zona rural",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26167
762,Helichrysum stoechas (L.) Moench,Or,O Barco de Valdeorras,Xagoaza,29TPG6499,385.0,06-VII-2003,En márgenes de caminos,,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26168
763,Erica cinerea L.,Or,O Barco de Valdeorras,Xagoaza,29TPG6499,385.0,06-VII-2003,En un talud,,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26169
764,Arctium minus Bernh.,Or,O Barco de Valdeorras,Xagoaza,29TPG6499,385.0,06-VII-2003,En prados abandonados,,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26170
765,Dipsacus fullonum L.,Or,O Barco de Valdeorras,Xagoaza,29TPG6499,385.0,06-VII-2003,En márgenes de caminos,,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26171
766,Hypericum perforatum L.,Or,O Barco de Valdeorras,Xagoaza,29TPG6499,385.0,06-VII-2003,En márgenes de caminos,,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26172
767,Lavandula stoechas L.,Or,O Barco de Valdeorras,Xagoaza,29TPG6499,385.0,06-VII-2003,En taludes resecos,,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26173
768,Origanum vulgare subsp. virens (Hoffmanns. & Link) Ietsw.,Or,O Barco de Valdeorras,Xagoaza,29TPG6499,385.0,06-VII-2003,En taludes resecos,,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26174
769,Echium lusitanicum L.,Or,O Barco de Valdeorras,Xagoaza,29TPG6499,385.0,06-VII-2003,En márgenes de caminos,,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26175
770,Centaurium scilloides (L. fil.) Samp.,Or,O Barco de Valdeorras,Xagoaza,29TPG6499,385.0,06-VII-2003,En márgenes de caminos,,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26176
771,Consolida ajacis (L.) Schur,Or,O Barco de Valdeorras,Xagoaza,29TPG6499,385.0,06-VII-2003,"En una cuneta, en zona rural",,,"R. Pino Pérez, J.J. Pino Pérez & A. Pino",LOU 26177
772,Logfia gallica (L.) Coss. & Germ.,Or,Bande,"Río Cadós, A Pombeira",29TNG8551,620.0,19-VII-2003,En márgenes de caminos,,,"R. Pino, J.J. Pino, J.L. Camaño, I. González, X.R. García, J. González, Barros & A. Pino",LOU 26178
773,Tuberaria guttata (L.) Fourr.,Or,Bande,"Río Cadós, A Pombeira",29TNG8551,620.0,19-VII-2003,En márgenes de caminos,,,"R. Pino, J.J. Pino, J.L. Camaño, I. González, X.R. García, J. González, Barros & A. Pino",LOU 26179
774,Trifolium arvense L.,Or,Bande,"Río Cadós, A Pombeira",29TNG8551,620.0,19-VII-2003,En márgenes de caminos,,,"R. Pino, J.J. Pino, J.L. Camaño, I. González, X.R. García, J. González, Barros & A. Pino",LOU 26180
775,Centranthus calcitrapae (L.) Dufr.,Or,Bande,"Río Cadós, A Pombeira",29TNG8551,620.0,19-VII-2003,En márgenes de caminos,,,"R. Pino, J.J. Pino, J.L. Camaño, I. González, X.R. García, J. González, Barros & A. Pino",LOU 26181
776,Trifolium pratense L.,Or,Bande,"Río Cadós, A Pombeira",29TNG8551,620.0,19-VII-2003,En márgenes de caminos,,,"R. Pino, J.J. Pino, J.L. Camaño, I. González, X.R. García, J. González, Barros & A. Pino",LOU 26182
777,Prunella vulgaris L.,Or,Bande,"Río Cadós, A Pombeira",29TNG8551,620.0,19-VII-2003,En márgenes de caminos,,,"R. Pino, J.J. Pino, J.L. Camaño, I. González, X.R. García, J. González, Barros & A. Pino",LOU 26183
778,Hypericum perforatum L.,Or,Bande,"Río Cadós, A Pombeira",29TNG8551,620.0,19-VII-2003,En márgenes de caminos,,,"R. Pino, J.J. Pino, J.L. Camaño, I. González, X.R. García, J. González, Barros & A. Pino",LOU 26184
779,Verbena officinalis L.,Or,Bande,"Río Cadós, A Pombeira",29TNG8551,620.0,19-VII-2003,En márgenes de caminos,,,"R. Pino, J.J. Pino, J.L. Camaño, I. González, X.R. García, J. González, Barros & A. Pino",LOU 26185
780,Senecio jacobaea L.,Or,Bande,"Río Cadós, A Pombeira",29TNG8551,620.0,19-VII-2003,En márgenes de caminos,,,"R. Pino, J.J. Pino, J.L. Camaño, I. González, X.R. García, J. González, Barros & A. Pino",LOU 26186
781,Tolpis barbata (L.) Gaertn.,Or,Bande,"Río Cadós, A Pombeira",29TNG8551,620.0,19-VII-2003,En márgenes de caminos,,,"R. Pino, J.J. Pino, J.L. Camaño, I. González, X.R. García, J. González, Barros & A. Pino",LOU 26187
782,Echium vulgare L.,Or,Bande,"Río Cadós, A Pombeira",29TNG8551,620.0,19-VII-2003,En márgenes de caminos,,,"R. Pino, J.J. Pino, J.L. Camaño, I. González, X.R. García, J. González, Barros & A. Pino",LOU 26188
783,Andryala integrifolia L.,Or,Bande,"Río Cadós, A Pombeira",29TNG8551,620.0,19-VII-2003,En márgenes de caminos,,,"R. Pino, J.J. Pino, J.L. Camaño, I. González, X.R. García, J. González, Barros & A. Pino",LOU 26189
784,Mentha suaveolens Ehrh.,Or,Bande,"Río Cadós, A Pombeira",29TNG8551,620.0,19-VII-2003,En márgenes de caminos,,,"R. Pino, J.J. Pino, J.L. Camaño, I. González, X.R. García, J. González, Barros & A. Pino",LOU 26190
785,Sedum forsterianum Sm.,Or,Bande,"Río Cadós, A Pombeira",29TNG8551,620.0,19-VII-2003,En márgenes de caminos,,,"R. Pino, J.J. Pino, J.L. Camaño, I. González, X.R. García, J. González, Barros & A. Pino",LOU 26191
786,Anthemis sp.,Or,Bande,"Río Cadós, A Pombeira",29TNG8551,620.0,19-VII-2003,"En las márgenes del río, zonas húmedas y sombrías",,,"R. Pino, J.J. Pino, J.L. Camaño, I. González, X.R. García, J. González, Barros & A. Pino",LOU 26192
787,Omphalodes nitida (Willd.) Hoffmanns. & Link,Or,Bande,"Río Cadós, A Pombeira",29TNG8551,620.0,19-VII-2003,"En las márgenes del río, zonas húmedas y sombrías",,,"R. Pino, J.J. Pino, J.L. Camaño, I. González, X.R. García, J. González, Barros & A. Pino",LOU 26193
788,Blechnum spicant (L.) Roth,Or,Bande,"Río Cadós, A Pombeira",29TNG8551,620.0,19-VII-2003,"En las márgenes del río, zonas húmedas y sombrías",,,"R. Pino, J.J. Pino, J.L. Camaño, I. González, X.R. García, J. González, Barros & A. Pino",LOU 26194
789,Tamus communis L.,Or,Bande,"Río Cadós, A Pombeira",29TNG8551,620.0,19-VII-2003,"En las márgenes del río, zonas húmedas y sombrías",,,"R. Pino, J.J. Pino, J.L. Camaño, I. González, X.R. García, J. González, Barros & A. Pino",LOU 26195
790,Daphne gnidium L.,Or,Bande,"Río Cadós, A Pombeira",29TNG8551,620.0,19-VII-2003,"En las márgenes del río, zonas húmedas y sombrías",,,"R. Pino, J.J. Pino, J.L. Camaño, I. González, X.R. García, J. González, Barros & A. Pino",LOU 26196
791,Geranium robertianum L.,Or,Bande,"Río Cadós, A Pombeira",29TNG8551,620.0,19-VII-2003,"En las márgenes del río, zonas húmedas y sombrías",,,"R. Pino, J.J. Pino, J.L. Camaño, I. González, X.R. García, J. González, Barros & A. Pino",LOU 26197
792,Teucrium scorodonia L.,Or,Bande,"Río Cadós, A Pombeira",29TNG8551,620.0,19-VII-2003,"En las márgenes del río, zonas húmedas y sombrías",,,"R. Pino, J.J. Pino, J.L. Camaño, I. González, X.R. García, J. González, Barros & A. Pino",LOU 26198
793,Dryopteris filix-mas (L.) Schott,Or,Bande,"Río Cadós, A Pombeira",29TNG8551,620.0,19-VII-2003,"En las márgenes del río, zonas húmedas y sombrías",,,"R. Pino, J.J. Pino, J.L. Camaño, I. González, X.R. García, J. González, Barros & A. Pino",LOU 26199
794,Athyrium filix-femina (L.) Roth,Or,Bande,"Río Cadós, A Pombeira",29TNG8551,620.0,19-VII-2003,"En las márgenes del río, zonas húmedas y sombrías",,,"R. Pino, J.J. Pino, J.L. Camaño, I. González, X.R. García, J. González, Barros & A. Pino",LOU 26200
