,scientificName,stateProvince,municipality,verbatimLocality,verbatimCoordinates,verbatimElevation,eventDate,habitat,observaciones,Abundancia,Legatarios,Número de pliego
1900,Dianthus legionensis (Willk.) F.N. Williams,Or,Carballeda,Subida a Trevinca,29TPG8290,1253.0,24-VII-2004,"En márgen de carretera, cerca de un arroyo con Quercus pyrenaica",,Frecuente,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27862
1901,Teesdaliopsis conferta (Lag.) Rothm.,Or,Carballeda,Subida a Trevinca,29TPG8290,1253.0,24-VII-2004,"En márgen de carretera, cerca de un arroyo con Quercus pyrenaica",,Abundante,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27863
1902,Pallenis spinosa (L.) Cass.,Or,Quiroga,Cerca de Montefurado,29TPG4795,290.0,24-VII-2004,En zonas cercanas al río Sil,,Escaso,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27864
1903,Asphodelus fistulosus L.,Lu,Quiroga,Cerca de Montefurado,29TPG4795,290.0,24-VII-2004,En zonas cercanas al río Sil,,Escaso,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27865
1904,Senecio adonidifolius Loisel.,Or,Carballeda,"Trevinca, Fonte da Cova",29TPG8687,1778.0,24-VII-2004,En prados de montaña,,Abundante,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27866
1905,Erodium carvifolium Boiss. & Reut.,Or,Carballeda,"Trevinca, Fonte da Cova",29TPG8687,1778.0,24-VII-2004,En prados de montaña,,Abundante,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27867
1906,Campanula herminii Hoffmanns. & Link,Or,Carballeda,"Trevinca, Fonte da Cova",29TPG8687,1778.0,24-VII-2004,En prados de montaña,,Abundante,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27868
1907,Vaccinium myrtillus L.,Or,Carballeda,"Peña Trevinca, subida al Alto da Survia",29TPG8483,1800.0,24-VII-2004,"En zonas de monte bajo, márgen de camino",,Abundante,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27869
1908,Luzula lactea (Link) E. Mey.,Or,Carballeda,"Peña Trevinca, subida al Alto da Survia",29TPG8483,18100.0,24-VII-2004,"En zonas de monte bajo, márgen de camino",,Frecuente,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27870
1909,Arnica montana L. subsp. montana,Or,Carballeda,"Peña Trevinca, subida al Alto da Survia",29TPG8483,1830.0,24-VII-2004,En zona húmeda,,Frecuente,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27871
1910,Campanula herminii Hoffmanns. & Link,Or,Carballeda,"Peña Trevinca, subida al Alto da Survia",29TPG8483,1840.0,24-VII-2004,"En zonas de monte bajo, márgen de camino",,Abundante,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27872
1911,Serratula legionensis Lacaita,Or,Carballeda,"Peña Trevinca, subida al Alto da Survia",29TPG8483,1840.0,24-VII-2004,"En zonas de monte bajo, márgen de camino",,Escaso,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27873
1912,Silene nutans L.,Or,Carballeda,"Peña Trevinca, subida al Alto da Survia",29TPG8483,1840.0,24-VII-2004,"En zonas de monte bajo, márgen de camino",,Escaso,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27874
1913,Jurinea humilis (Desf.) DC.,Or,Carballeda,"Peña Trevinca, subida al Alto da Survia",29TPG8483,1840.0,24-VII-2004,"En zonas de monte bajo, márgen de camino",,Frecuente,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27875
1914,Jurinea humilis (Desf.) DC.,Or,Carballeda,"Peña Trevinca, subida al Alto da Survia",29TPG8483,1840.0,24-VII-2004,"En zonas de monte bajo, márgen de camino",,Frecuente,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27875
1915,Silene foetida subsp. gayana Talavera,Or,Carballeda,"Peña Trevinca, subida al Alto da Survia",29TPG8483,1840.0,24-VII-2004,"En zonas de monte bajo, márgen de camino",,Localmente abundante,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27876
1916,Sesamoides minor (Lange) Kuntze,Or,Carballeda,"Peña Trevinca, subida al Alto da Survia",29TPG8483,1840.0,24-VII-2004,"En zonas de monte bajo, márgen de camino",,Frecuente,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27877
1917,Dianthus legionensis (Willk.) F.N. Williams,Or,Carballeda,"Peña Trevinca, subida al Alto da Survia",29TPG8483,1840.0,24-VII-2004,"En zonas de monte bajo, márgen de camino",,Frecuente,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27878
1918,Sedum forsterianum Sm.,Or,Carballeda,"Peña Trevinca, subida al Alto da Survia",29TPG8482,1840.0,24-VII-2004,"En zonas de monte bajo, márgen de camino",,Escaso,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27879
1919,"Genista sanabrensis Valdés Berm., Castrov. & Casaseca",Or,Carballeda,"Peña Trevinca, subida al Alto da Survia",29TPG8482,1840.0,24-VII-2004,"En zonas de monte bajo, márgen de camino",,Abundante,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27880
1920,Sempervivum vicentei Pau,Or,Carballeda,"Peña Trevinca, subida al Alto da Survia, sobre la laguna de Surviá",29TPG8481,1900.0,24-VII-2004,En zonas de monte bajo de gran pendiente,,Localmente abundante,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27881
1921,Digitalis purpurea L.,Or,Carballeda,"Peña Trevinca, subida al Alto da Survia",29TPG8482,1840.0,24-VII-2004,"En zonas de monte bajo, márgen de camino",,Frecuente,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27882
1922,Jasione montana L.,Or,Carballeda,"Peña Trevinca, subida al Alto da Survia",29TPG8482,1840.0,24-VII-2004,"En zonas de monte bajo, márgen de camino",,Frecuente,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27883
1923,Jasione montana L.,Or,Carballeda,"Peña Trevinca, subida al Alto da Survia",29TPG8482,1840.0,24-VII-2004,"En zonas de monte bajo, márgen de camino",,Frecuente,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27883
1924,"Echinospartum ibericum Rivas Mart., Sánchez Mata & Sancho",Or,Carballeda,"Peña Trevinca, subida al Alto da Survia",29TPG8482,1840.0,24-VII-2004,En roquedos,,Localmente abundante,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27884
1925,Antennaria dioica (L.) Gaertn.,Or,Carballeda,"Peña Trevinca, subida al Alto da Survia",29TPG8482,1840.0,24-VII-2004,"Junto con Echinospartum y Pterospartum, en zona alta con orientación O",,Escaso,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27885
1926,Erica tetralix L.,Or,Carballeda,"Peña Trevinca, subida al Alto da Survia",29TPG8481,1900.0,24-VII-2004,"En zonas de monte bajo, márgen de camino",,Escaso,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27886
1927,Juniperus communis subsp. alpina (Suter) Celak.,Or,Carballeda,"Peña Trevinca, subida al Alto da Survia",29TPG8482,1840.0,24-VII-2004,En roquedos,,Localmente abundante,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27887
1928,Teesdaliopsis conferta (Lag.) Rothm.,Or,Carballeda,"Peña Trevinca, subida al Alto da Survia",29TPG8482,1840.0,24-VII-2004,"En zonas de monte bajo, márgen de camino",,Frecuente,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27888
1929,Cryptogramma crispa (L.) Hook.,Or,Carballeda,"Peña Trevinca, subida al Alto da Survia",29TPG8482,1840.0,24-VII-2004,En grietas de roquedos,,Frecuente,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27889
1930,Gentiana lutea L.,Or,Carballeda,"Peña Trevinca, subida al Alto da Survia",29TPG8482,1840.0,24-VII-2004,En prados de montaña,,Abundante,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27890
1931,Eryngium duriaei Boiss.,Or,Carballeda,"Peña Trevinca, subida al Alto da Survia",29TPG8482,1840.0,24-VII-2004,"En zonas de monte bajo, márgen de camino",,Frecuente,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27891
1932,Arnica montana L. subsp. montana,Or,Carballeda,"Peña Trevinca, subida al Alto da Survia",29TPG8481,1900.0,24-VII-2004,"En zonas de monte bajo, márgen de camino",,Frecuente,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27892
1933,Thymelaea coridifolia subsp. dendrobryum (Rothm.) M. Laínz,Or,Carballeda,"Peña Trevinca, subida al Alto da Survia",29TPG8482,1840.0,24-VII-2004,En prado húmedos de gran pendiente,,Frecuente,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27893
1934,Cryptogramma crispa (L.) Hook.,Or,Carballeda,"Peña Trevinca, subida al Alto da Survia",29TPG8481,1900.0,24-VII-2004,En grietas de roquedos,,Frecuente,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27894
1935,Sorbus aucuparia L.,Or,Carballeda,"Peña Trevinca, subida al Alto da Survia",29TPG8481,1900.0,24-VII-2004,"En zonas de monte bajo, márgen de camino",,Escaso,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27895
1936,Betula alba L.,Or,Carballeda,"Peña Trevinca, subida al Alto da Survia",29TPG8481,1900.0,24-VII-2004,"En zonas de monte bajo, márgen de camino",,Escaso,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27896
1937,Meum athamanticum Jacq.,Or,Carballeda,"Peña Trevinca, subida al Alto da Survia",29TPG8481,1900.0,24-VII-2004,"En zonas de monte bajo, márgen de camino",,Frecuente,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27897
1938,Trifolium alpinum L.,Or,Carballeda,"Peña Trevinca, subida al Alto da Survia",29TPG8481,1900.0,24-VII-2004,"En márgen de camino, en zona sombría por vegetación",,Frecuente,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27898
1939,Epilobium angustifolium L.,Or,Carballeda,"Peña Trevinca, subida al Alto da Survia",29TPG8481,1900.0,24-VII-2004,En glera,,Frecuente,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27899
1940,Melampyrum pratense L.,Or,Carballeda,"Peña Trevinca, subida al Alto da Survia",29TPG8481,1900.0,24-VII-2004,"En zonas de monte bajo, márgen de camino",,Frecuente,"R. Pino, J.J. Pino, J.L. Camaño, X.R. García & J. González",LOU 27900
1941,Sorghum halepense (L.) Pers.,Po,Pontevedra,Lourizán,29TNG2795,10.0,05-VIII-2004,"En márgenes de camino, en tierras removidas",,Abundante,"R. Pino. J.J. Pino, & A.C. Vázquez",LOU 27902
1942,Echinochloa crus-galli (L.) P. Beauv.,C,Brión,Os Ánxeles,29TNH2642,117.0,24-VIII-2004,En márgen de un riachuelo,,Abundante,"R. Pino, M.D. García, G. Martínez & M.J. García",LOU 27903
1943,Calystegia sepium (L.) R. Br.,C,Brión,Os Ánxeles,29TNH2642,117.0,24-VIII-2004,En setos de prados,,Frecuente,"R. Pino, M.D. García, G. Martínez & M.J. García",LOU 27904
1944,Mentha x piperita L.,C,Brión,Os Ánxeles,29TNH2642,117.0,24-VIII-2004,En márgenes de caminos,,Escaso,"R. Pino, M.D. García, G. Martínez & M.J. García",LOU 27905
1945,Myriophyllum alterniflorum DC.,Or,Castrelo de Miño,Embalse de Castrelos,29TNG7483,90.0,14-VIII-2004,Flotando en las aguas del embalse,,Abundante,R. Pino & A. Pino,LOU 27908
1946,Azolla filiculoides Lam.,Or,Ribadavia,"Foz, río Avia",29TNG7082,,14-VIII-2004,en un remanso bajo una aliseda,,,R. Pino & A. Pino,LOU 27909
1947,Digitalis purpurea L.,C,Touro,"A Eirexa, Raposeira",29TNH5844,290.0,27-VIII-2004,En márgenes de caminos y bordes de prado con maizal,,Abundante,R. Pino & J.L. Camaño,LOU 27910
1948,Mentha suaveolens Ehrh.,C,Touro,"A Eirexa, Raposeira",29TNH5844,290.0,27-VIII-2004,En márgenes de caminos y bordes de prado con maizal,,Abundante,R. Pino & J.L. Camaño,LOU 27911
1949,Echinochloa crus-galli (L.) P. Beauv.,C,Touro,"A Eirexa, Raposeira",29TNH5844,290.0,27-VIII-2004,En márgenes de caminos y bordes de prado con maizal,,Muy abundante,R. Pino & J.L. Camaño,LOU 27913
1950,Trifolium pratense L.,C,Touro,"A Eirexa, Raposeira",29TNH5844,290.0,27-VIII-2004,En márgenes de caminos y bordes de prado con maizal,,Abundante,R. Pino & J.L. Camaño,LOU 27914
1951,Achillea millefolium L.,C,Touro,"A Eirexa, Raposeira",29TNH5844,290.0,27-VIII-2004,En márgenes de caminos y bordes de prado con maizal,,Frecuente,R. Pino & J.L. Camaño,LOU 27915
1952,Plantago media L.,C,Touro,"A Eirexa, Raposeira",29TNH5844,290.0,27-VIII-2004,En márgenes de caminos y bordes de prado con maizal,,Abundante,R. Pino & J.L. Camaño,LOU 27916
1953,Pteridium aquilinum (L.) Kuhn,C,Touro,"A Eirexa, Raposeira",29TNH5844,290.0,27-VIII-2004,En márgenes de caminos y bordes de prado con maizal,,Muy abundante,R. Pino & J.L. Camaño,LOU 27917
1954,Sonchus oleraceus L.,C,Touro,"A Eirexa, Raposeira",29TNH5844,290.0,27-VIII-2004,En márgenes de caminos y bordes de prado con maizal,,Frecuente,R. Pino & J.L. Camaño,LOU 27918
1955,Laurus nobilis L.,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Ripisilva del río Ulla,,Abundante,R. Pino & J.L. Camaño,LOU 27920
1956,Laurus nobilis L.,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Ripisilva del río Ulla,,Abundante,R. Pino & J.L. Camaño,LOU 27920
1957,Linaria triornithophora (L.) Willd.,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Ripisilva del río Ulla,,Frecuente,R. Pino & J.L. Camaño,LOU 27921
1958,Teucrium scorodonia L.,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Ripisilva del río Ulla,,Abundante,R. Pino & J.L. Camaño,LOU 27922
1959,Alnus glutinosa (L.) Gaertn.,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Ripisilva del río Ulla,,Abundante,R. Pino & J.L. Camaño,LOU 27924
1960,Tamus communis L.,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Ripisilva del río Ulla,,Frecuente,R. Pino & J.L. Camaño,LOU 27925
1961,Ruscus aculeatus L.,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Ripisilva del río Ulla,,Frecuente,R. Pino & J.L. Camaño,LOU 27926
1962,Viburnum opulus L.,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Ripisilva del río Ulla,,Escaso,R. Pino & J.L. Camaño,LOU 27927
1963,Crataegus monogyna Jacq.,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Ripisilva del río Ulla,,Frecuente,R. Pino & J.L. Camaño,LOU 27928
1964,Eupatorium cannabinum L.,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Ripisilva del río Ulla,,Abundante,R. Pino & J.L. Camaño,LOU 27929
1965,Osmunda regalis L.,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Ripisilva del río Ulla,,Abundante,R. Pino & J.L. Camaño,LOU 27930
1966,Lycopus europaeus L.,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Ripisilva del río Ulla,,Frecuente,R. Pino & J.L. Camaño,LOU 27931
1967,Omphalodes nitida (Willd.) Hoffmanns. & Link,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Ripisilva del río Ulla,,Frecuente,R. Pino & J.L. Camaño,LOU 27932
1968,Hypericum androsaemum L.,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Ripisilva del río Ulla,,Frecuente,R. Pino & J.L. Camaño,LOU 27933
1969,Hypericum androsaemum L.,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Ripisilva del río Ulla,,Frecuente,R. Pino & J.L. Camaño,LOU 27933
1970,Humulus lupulus L.,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Ripisilva del río Ulla,,Frecuente,R. Pino & J.L. Camaño,LOU 27934
1971,Humulus lupulus L.,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Ripisilva del río Ulla,,Frecuente,R. Pino & J.L. Camaño,LOU 27934
1972,Dryopteris affinis (Lowe) Fraser-Jenk.,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Ripisilva del río Ulla,,Abundante,R. Pino & J.L. Camaño,LOU 27935
1973,Polystichum setiferum (Forssk.) Woyn.,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Ripisilva del río Ulla,,Abundante,R. Pino & J.L. Camaño,LOU 27936
1974,Athyrium filix-femina (L.) Roth,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Ripisilva del río Ulla,,Abundante,R. Pino & J.L. Camaño,LOU 27937
1975,Polypodium cambricum L.,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Ripisilva del río Ulla,,Abundante,R. Pino & J.L. Camaño,LOU 27938
1976,Echium plantagineum L.,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Prado húmedo con Pinus pinaster,,Frecuente,R. Pino & J.L. Camaño,LOU 27939
1977,Conyza canadensis (L.) Cronquist,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Prado húmedo con Pinus pinaster,,Abundante,R. Pino & J.L. Camaño,LOU 27940
1978,Setaria pumila (Poir.) Schult.,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Prado húmedo con Pinus pinaster,,Muy abundante,R. Pino & J.L. Camaño,LOU 27941
1979,Verbascum thapsus L.,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Prado húmedo con Pinus pinaster,,Escaso,R. Pino & J.L. Camaño,LOU 27942
1980,Equisetum palustre L.,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Prado húmedo con Pinus pinaster,,Muy abundante,R. Pino & J.L. Camaño,LOU 27943
1981,Daucus carota L.,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Prado húmedo con Pinus pinaster,,Frecuente,R. Pino & J.L. Camaño,LOU 27944
1982,Pentaglottis sempervirens (L.) L.H. Bailey,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Prado húmedo con Pinus pinaster,,Frecuente,R. Pino & J.L. Camaño,LOU 27945
1983,Foeniculum vulgare Mill.,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Prado húmedo con Pinus pinaster,,Frecuente,R. Pino & J.L. Camaño,LOU 27946
1984,Stachys officinalis (L.) Trevis.,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Ripisilva del río Ulla,,Escaso,R. Pino & J.L. Camaño,LOU 27947
1985,Filipendula ulmaria (L.) Maxim.,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Ripisilva del río Ulla,,Frecuente,R. Pino & J.L. Camaño,LOU 27948
1986,Quercus robur L.,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Ripisilva del río Ulla,,Abundante,R. Pino & J.L. Camaño,LOU 27949
1987,Quercus suber L.,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Ripisilva del río Ulla,,Frecuente,R. Pino & J.L. Camaño,LOU 27950
1988,Cistus psilosepalus Sweet,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Ripisilva del río Ulla,,Frecuente,R. Pino & J.L. Camaño,LOU 27951
1989,Daboecia cantabrica (Huds.) K. Koch,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Ripisilva del río Ulla,,Abundante,R. Pino & J.L. Camaño,LOU 27952
1990,Fraxinus excelsior L.,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Ripisilva del río Ulla,,Frecuente,R. Pino & J.L. Camaño,LOU 27953
1991,Fragaria vesca L.,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Ripisilva del río Ulla,,Frecuente,R. Pino & J.L. Camaño,LOU 27954
1992,Fallopia convolvulus (L.) Á. Löve,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Ripisilva del río Ulla,,Escaso,R. Pino & J.L. Camaño,LOU 27955
1993,Solanum nigrum L.,C,Touro,Basebe,29TNH5941,110.0,27-VIII-2004,Ripisilva del río Ulla,,Escaso,R. Pino & J.L. Camaño,LOU 27956
1994,Paspalum dilatatum Poir.,C,Touro,"Bustelo, Muiño Vello, Río das Lañas",29TNH5845,240.0,27-VIII-2004,En prados húmedos,,Frecuente,R. Pino & J.L. Camaño,LOU 27957
1995,Solanum dulcamara L.,C,Touro,"Bustelo, Muiño Vello, Río das Lañas",29TNH5845,240.0,27-VIII-2004,En prados húmedos,,Escaso,R. Pino & J.L. Camaño,LOU 27958
1996,Wahlenbergia hederacea (L.) Rchb.,C,Touro,"Bustelo, Muiño Vello, Río das Lañas",29TNH5845,240.0,27-VIII-2004,En taludes húmedos cerca del río Lañas,,Abundante,R. Pino & J.L. Camaño,LOU 27959
1997,Dryopteris affinis (Lowe) Fraser-Jenk.,C,Touro,"Bustelo, Muiño Vello, Río das Lañas",29TNH5845,240.0,27-VIII-2004,En ripisilva del río Lañas,,Abundante,R. Pino & J.L. Camaño,LOU 27960
1998,Athyrium filix-femina (L.) Roth,C,Touro,"Bustelo, Muiño Vello, Río das Lañas",29TNH5845,240.0,27-VIII-2004,En ripisilva del río Lañas,,Abundante,R. Pino & J.L. Camaño,LOU 27961
1999,Viola palustris L.,C,Touro,"Bustelo, Muiño Vello, Río das Lañas",29TNH5845,240.0,27-VIII-2004,En taludes húmedos cerca del río Lañas,,Frecuente,R. Pino & J.L. Camaño,LOU 27962
2000,Prunella vulgaris L.,C,Touro,"Bustelo, Muiño Vello, Río das Lañas",29TNH5845,240.0,27-VIII-2004,En prados húmedos cerca del río,,Abundante,R. Pino & J.L. Camaño,LOU 27964
2001,Blechnum spicant (L.) Roth,C,Touro,"Bustelo, Muiño Vello, Río das Lañas",29TNH5845,240.0,27-VIII-2004,En ripisilva del río Lañas,,Abundante,R. Pino & J.L. Camaño,LOU 27965
2002,Potentilla erecta (L.) Raeusch.,C,Touro,"Bustelo, Muiño Vello, Río das Lañas",29TNH5845,240.0,27-VIII-2004,En prados húmedos cerca del río,Redeterminado por F.J. Silva-Pando en 08-2009,Abundante,R. Pino & J.L. Camaño,LOU 27966
2003,Lithodora prostrata (Loisel.) Griseb.,C,Touro,"Bustelo, Muiño Vello, Río das Lañas",29TNH5845,240.0,27-VIII-2004,En taludes,,Frecuente,R. Pino & J.L. Camaño,LOU 27967
2004,Geranium robertianum L.,C,Touro,"Bustelo, Muiño Vello, Río das Lañas",29TNH5845,240.0,27-VIII-2004,"En ripisilva del río Lañas, en zonas sombrías con Alnus glutinosa y Betula alba",,Frecuente,R. Pino & J.L. Camaño,LOU 27968
2005,Dryopteris affinis (Lowe) Fraser-Jenk.,C,Touro,"Bustelo, Muiño Vello, Río das Lañas",29TNH5845,240.0,27-VIII-2004,En ripisilva del río Lañas,,Abundante,R. Pino & J.L. Camaño,LOU 27969
2006,Omphalodes nitida (Willd.) Hoffmanns. & Link,C,Touro,"Bustelo, Muiño Vello, Río das Lañas",29TNH5845,240.0,27-VIII-2004,En ripisilva del río Lañas,,Abundante,R. Pino & J.L. Camaño,LOU 27970
2007,Erica cinerea L.,C,Touro,"Bustelo, Muiño Vello, Río das Lañas",29TNH5845,240.0,27-VIII-2004,En zonas de monte bajo,,Abundante,R. Pino & J.L. Camaño,LOU 27971
2008,Eupatorium cannabinum L.,C,Touro,"Bustelo, Muiño Vello, Río das Lañas",29TNH5845,240.0,27-VIII-2004,En ripisilva del río Lañas,,Abundante,R. Pino & J.L. Camaño,LOU 27972
2009,Calluna vulgaris (L.) Hull,C,Touro,"Bustelo, Muiño Vello, Río das Lañas",29TNH5845,240.0,27-VIII-2004,En zonas de monte bajo,,Abundante,R. Pino & J.L. Camaño,LOU 27975
2010,Lamium maculatum L.,C,Touro,"Bustelo, Muiño Vello, Río das Lañas",29TNH5845,240.0,27-VIII-2004,En ripisilva del río Lañas,,Frecuente,R. Pino & J.L. Camaño,LOU 27976
2011,Lamium maculatum L.,C,Touro,"Bustelo, Muiño Vello, Río das Lañas",29TNH5845,240.0,27-VIII-2004,En ripisilva del río Lañas,,Frecuente,R. Pino & J.L. Camaño,LOU 27976
2012,Setaria pumila (Poir.) Schult.,C,Touro,"Bustelo, Muiño Vello, Río das Lañas",29TNH5845,240.0,27-VIII-2004,En prados húmedos cerca del río,,Abundante,R. Pino & J.L. Camaño,LOU 27977
2013,Oenothera glazioviana Micheli,C,O Pino,Santa Inés,29TNH5452,350.0,27-VIII-2004,En márgen de carretera,,Abundante,R. Pino & J.L. Camaño,LOU 27978
2014,Narcissus cyclamineus DC.,Or,Avión,"A Miudal, orillas del río Couso",29TNG6195,430.0,,en Aliseda,,,F.J. Silva-Pando,LOU 27981
2015,Narcissus cyclamineus DC.,Or,Avión,Pascais,29TNG6295,300.0,,aliseda arenosa,,,F.J. Silva-Pando,LOU 27982
2016,Narcissus cyclamineus DC.,Or,Beariz,"Liñares, río Doade",29TNH5701,540.0,,en Aliseda,,,F.J. Silva-Pando,LOU 27983
2017,Salix repens L.,Po,O Grove,Istmo de A Lanzada,29TNH1000,2.0,,En zonas encharcadas de dunas secundarias,,,F.J. Silva-Pando,LOU 27984
2018,Menyanthes trifoliata L.,Lu,Sarria,"Carretera de Lugo a Sarría, km. 21, Monte San Cibrao",29TPH2940,500.0,22-V-2003,,,,F.J. Silva-Pando,LOU 27985
2019,Menyanthes trifoliata L.,Po,Redondela,,29TNG2979,300.0,,En salgueiral encharcado,,,"F.J. Silva-Pando, X.R. García Martínez & M. Dapena",LOU 27986
2020,Carex pulicaris L.,Po,Redondela,,29TNG2979,300.0,,En salgueiral encharcado,,,"F.J. Silva-Pando, X.R. García Martínez & M. Dapena",LOU 27987
2021,Dryopteris guanchica Gibby & Jermy,Lu,Viveiro,"Boimente, Monte de Castiñeiras",29TPJ1728,300.0,16-VI-2003,En vaguada escarpada,,,F.J. Silva-Pando & M.J. Rozados,LOU 27988
2022,Woodwardia radicans (L.) Sm.,Lu,Viveiro,"Boimente, Monte de Castiñeiras",29TPJ1728,300.0,16-VI-2003,En vaguada escarpada,,,F.J. Silva-Pando & M.J. Rozados,LOU 27989
2023,Azolla caroliniana Willd.,Po,Sanxenxo,Dorrón,29TNG1995,118.0,28-VIII-2004,en poza de agua y regato de aguas remansadas,Tapiza toda la poza y gran parte del regato que drena. Invasiva,Localmente abundante,"R. Pino, G. Martínez, M.J. García & M.D. García",LOU 27990
2024,Salvinia natans (L.) All.,Po,Sanxenxo,Dorrón,29TNG1995,118.0,28-VIII-2004,En poza de agua,Unos 3 ó 4 ejemplares,Escasa,"R. Pino, G. Martínez, M.J. García & M.D. García",LOU 27991
2025,Cladium mariscus (L.) Pohl,Po,O Grove,Itsmo de A Lanzada,29TNH,0.0,,,,,F.J. Silva-Pando,LOU 27992
