scientificName,stateProvince,municipality,verbatimLocality,verbatimCoordinates,verbatimElevation,eventDate,habitat,observaciones,Abundancia,recordedBy,occurrenceID,basisOfRecord
Omphalodes nitida (Willd.) Hoffmanns. & Link,C,Brión,Souto. Alto de Montes de Oleirón,29TNH2543,140,26-IV-2003,"Zonas Húmedas y sombrias, junto a riachuelos",,,"R. Pino, G. Martínez, M.J. García, M.D. García & A. Pino",LOU 29615,PreservedSpecimen
Simethis planifolia (L.) Gren.,C,Brión,Souto. Alto de Montes de Oleirón,29TNH2543,140,26-IV-2003,Bosques de pinos incendiados,,,"R. Pino, G. Martínez, M.J. García, M.D. García & A. Pino",LOU 29616,PreservedSpecimen
Hyacinthoides non-scripta (L.) Rothm.,C,Brión,Souto. Alto de Montes de Oleirón,29TNH2543,140,26-IV-2003,Bosques de pinos incendiados,,,"R. Pino, G. Martínez, M.J. García, M.D. García & A. Pino",LOU 29617,PreservedSpecimen
Achillea millefolium L.,C,Brión,Souto. Alto de Montes de Oleirón,29TNH2543,140,26-IV-2003,Prados de siega,,,"R. Pino, G. Martínez, M.J. García, M.D. García & A. Pino",LOU 29618,PreservedSpecimen
Rumex induratus Boiss. & Reut.,Po,Tui,Caldelas de Tui,29TNG3556,11,12-IV-2003,Riberas del río Miño,,,"R. Pino, J.J. Pino, J.L. Camaño, A. Pino, X.R. García, A.C. Vázquez & J. González",LOU 29619,PreservedSpecimen
Omphalodes nitida (Willd.) Hoffmanns. & Link,Po,Cangas,Coiro,29TNG1980,80,02-V-2003,"Cunetas húmedas, en sombra, orientación Oeste",,,R. Pino & J.J. Pino,LOU 29620,PreservedSpecimen
Centranthus ruber (L.) DC.,Po,Cangas,"Darbo, Sierra Poniente",29TNG1779,90,03-V-2003,Muro de piedra,,,"R. Pino, M.J. García & A. Pino",LOU 29621,PreservedSpecimen
Reseda media Lag.,Po,Cangas,"Darbo, Sierra Poniente",29TNG1779,90,03-V-2003,Talud orientado al E,,,"R. Pino, M.J. García & A. Pino",LOU 29622,PreservedSpecimen
Digitalis purpurea L.,Po,Cangas,"Darbo, Sierra Poniente",29TNG1779,90,03-V-2003,Talud orientado al E,,,"R. Pino, M.J. García & A. Pino",LOU 29623,PreservedSpecimen
Sambucus nigra L.,Po,Cangas,"Darbo, Sierra Poniente",29TNG1779,90,03-V-2003,Tierras removidas,,,"R. Pino, M.J. García & A. Pino",LOU 29624,PreservedSpecimen
Campanula rapunculus L.,Po,Cangas,"Darbo, Sierra Poniente",29TNG1779,90,03-V-2003,Tierras removidas,,,"R. Pino, M.J. García & A. Pino",LOU 29625,PreservedSpecimen
Anarrhinum bellidifolium (L.) Willd.,Po,Cangas,"Darbo, Sierra Poniente",29TNG1779,90,03-V-2003,Talud orientado al E,,,"R. Pino, M.J. García & A. Pino",LOU 29626,PreservedSpecimen
Erigeron karvinskianus DC.,Po,Cangas,"Darbo, Sierra Poniente",29TNG1779,90,03-V-2003,Muro de piedra orientado al SO,,,"R. Pino, M.J. García & A. Pino",LOU 29627,PreservedSpecimen
Erigeron karvinskianus DC.,Po,Marín,Mogor,29TNG29,30,04-V-2003,Muro de piedra orientado al N,,,"R. Pino, M.J. García & A. Pino",LOU 29628,PreservedSpecimen
Tradescantia fluminensis Vell.,Po,Cangas,"Darbo, Sierra Poniente",29TNG1779,90,03-V-2003,"Cuneta de camino, en sombra",,,"R. Pino, M.J. García & A. Pino",LOU 29630,PreservedSpecimen
Simethis planifolia (L.) Gren.,Po,Cangas,"Darbo, Sierra Poniente",29TNG1779,90,03-V-2003,Bosque de Eucaliptus globulus,,,"R. Pino, M.J. García & A. Pino",LOU 29631,PreservedSpecimen
Centranthus ruber (L.) DC.,Mi,Valença,Fortaleza,29TNG2953,70,07-V-2003,Sobre los muros de la fortaleza,,,"R. Pino, M.J. García & A. Pino",LOU 29633,PreservedSpecimen
Erigeron karvinskianus DC.,Mi,Valença,Fortaleza,29TNG2953,70,07-V-2003,Sobre los muros de la fortaleza,,,"R. Pino, M.J. García & A. Pino",LOU 29634,PreservedSpecimen
Heracleum sphondylium L.,Po,Salvaterra de Miño,"Corzáns, A Fraga",29TNG4362,60,07-V-2003,En el borde de un riachuelo,,,"R. Pino, M.J. García & A. Pino",LOU 29635,PreservedSpecimen
Stellaria holostea L.,Po,Salvaterra de Miño,"Corzáns, A Fraga",29TNG4362,60,07-V-2003,Márgenes de caminos,,,"R. Pino, M.J. García & A. Pino",LOU 29636,PreservedSpecimen
Stellaria media (L.) Vill.,Po,Salvaterra de Miño,"Corzáns, A Fraga",29TNG4362,60,07-V-2003,Márgenes de caminos,,,"R. Pino, M.J. García & A. Pino",LOU 29637,PreservedSpecimen
Castanea sativa Mill.,Po,Salvaterra de Miño,"Corzáns, A Fraga",29TNG4362,60,07-V-2003,"En fincas , cultivado",,,"R. Pino, M.J. García & A. Pino",LOU 29638,PreservedSpecimen
Polypodium cambricum L.,Po,Salvaterra de Miño,"Corzáns, A Fraga",29TNG4362,60,07-V-2003,En talud de orientación E,,,"R. Pino, M.J. García & A. Pino",LOU 29639,PreservedSpecimen
Asplenium sp.,Po,Salvaterra de Miño,"Corzáns, A Fraga",29TNG4362,60,07-V-2003,En muro de piedra,,,"R. Pino, M.J. García & A. Pino",LOU 29640,PreservedSpecimen
Corylus avellana L.,Po,Salvaterra de Miño,"Corzáns, A Fraga",29TNG4362,60,07-V-2003,En bordes de prados,,,"R. Pino, M.J. García & A. Pino",LOU 29641,PreservedSpecimen
Hedera helix L.,Po,Salvaterra de Miño,"Corzáns, A Fraga",29TNG4362,60,07-V-2003,Tapizando los taludes tanto al sol como en sombra,,,"R. Pino, M.J. García & A. Pino",LOU 29642,PreservedSpecimen
Cydonia oblonga Mill.,Po,Salvaterra de Miño,"Corzáns, A Fraga",29TNG4362,60,07-V-2003,En prados,,,"R. Pino, M.J. García & A. Pino",LOU 29643,PreservedSpecimen
Silene dioica (L.) Clairv.,Po,Salvaterra de Miño,"Corzáns, A Fraga",29TNG4362,60,07-V-2003,En márgenes de caminos,,,"R. Pino, M.J. García & A. Pino",LOU 29644,PreservedSpecimen
Robinia pseudoacacia L.,Po,Salvaterra de Miño,"Corzáns, A Fraga",29TNG4362,60,07-V-2003,En los bordes de bosques de Pinus pinaster,,,"R. Pino, M.J. García & A. Pino",LOU 29645,PreservedSpecimen
Teucrium scorodonia L.,Po,Salvaterra de Miño,"Corzáns, A Fraga",29TNG4362,60,07-V-2003,En talud de tierra,,,"R. Pino, M.J. García & A. Pino",LOU 29646,PreservedSpecimen
Quercus robur L.,Po,Salvaterra de Miño,"Corzáns, A Fraga",29TNG4362,60,07-V-2003,En torno a los caminos,,,"R. Pino, M.J. García & A. Pino",LOU 29648,PreservedSpecimen
Melissa officinalis L.,Po,Salvaterra de Miño,"Corzáns, A Fraga",29TNG4362,60,07-V-2003,En prados en semisombra,,,"R. Pino, M.J. García & A. Pino",LOU 29649,PreservedSpecimen
Mentha suaveolens Ehrh.,Po,Salvaterra de Miño,"Corzáns, A Fraga",29TNG4362,60,07-V-2003,En prados de siega,,,"R. Pino, M.J. García & A. Pino",LOU 29650,PreservedSpecimen
Chelidonium majus L.,Po,Salvaterra de Miño,"Corzáns, A Fraga",29TNG4362,60,07-V-2003,En zonas húmedas y sombrías,,,"R. Pino, M.J. García & A. Pino",LOU 29651,PreservedSpecimen
Geranium dissectum L.,Po,Salvaterra de Miño,"Corzáns, A Fraga",29TNG4362,60,07-V-2003,En prados de siega,,,"R. Pino, M.J. García & A. Pino",LOU 29652,PreservedSpecimen
Viola palustris L.,Po,Salvaterra de Miño,"Corzáns, A Fraga",29TNG4362,60,07-V-2003,En prados de siega en semisombra,,,"R. Pino, M.J. García & A. Pino",LOU 29653,PreservedSpecimen
Hyacinthoides non-scripta (L.) Rothm.,Po,Salvaterra de Miño,"Corzáns, A Fraga",29TNG4362,60,07-V-2003,En prados de siega en semisombra,,,"R. Pino, M.J. García & A. Pino",LOU 29654,PreservedSpecimen
Pentaglottis sempervirens (L.) L.H. Bailey,Po,Salvaterra de Miño,"Corzáns, A Fraga",29TNG4362,60,07-V-2003,En prados y márgenes de caminos,,,"R. Pino, M.J. García & A. Pino",LOU 29655,PreservedSpecimen
Pteridium aquilinum (L.) Kuhn,Po,Salvaterra de Miño,"Corzáns, A Fraga",29TNG4362,60,07-V-2003,En prados,,,"R. Pino, M.J. García & A. Pino",LOU 29656,PreservedSpecimen
Oenanthe crocata L.,Po,Salvaterra de Miño,"Corzáns, A Fraga",29TNG4362,60,07-V-2003,En zonas húmedas y soleadas,,,"R. Pino, M.J. García & A. Pino",LOU 29657,PreservedSpecimen
Ranunculus sp.,Po,Salvaterra de Miño,"Corzáns, A Fraga",29TNG4362,60,07-V-2003,En prados de siega,,,"R. Pino, M.J. García & A. Pino",LOU 29658,PreservedSpecimen
Fragaria vesca L.,Po,Salvaterra de Miño,"Corzáns, A Fraga",29TNG4362,60,07-V-2003,En prados de siega,,,"R. Pino, M.J. García & A. Pino",LOU 29659,PreservedSpecimen
Lamium maculatum L.,Po,Salvaterra de Miño,"Corzáns, A Fraga",29TNG4362,60,07-V-2003,En prados de siega,,,"R. Pino, M.J. García & A. Pino",LOU 29660,PreservedSpecimen
Galactites tomentosa Moench,Po,Salvaterra de Miño,"Corzáns, A Fraga",29TNG4362,60,07-V-2003,En prados de siega,,,"R. Pino, M.J. García & A. Pino",LOU 29661,PreservedSpecimen
Arum italicum Mill.,Po,Salvaterra de Miño,"Corzáns, A Fraga",29TNG4362,60,07-V-2003,En prados de siega,,,"R. Pino, M.J. García & A. Pino",LOU 29662,PreservedSpecimen
Rumex acetosa L.,Po,Salvaterra de Miño,"Corzáns, A Fraga",29TNG4362,60,07-V-2003,En prados de siega,,,"R. Pino, M.J. García & A. Pino",LOU 29663,PreservedSpecimen
Vinca difformis Pourr.,Po,Salvaterra de Miño,"Corzáns, A Fraga",29TNG4362,60,07-V-2003,En muro de piedra,,,"R. Pino, M.J. García & A. Pino",LOU 29664,PreservedSpecimen
Bellis perennis L.,Po,Salvaterra de Miño,"Corzáns, A Fraga",29TNG4362,60,07-V-2003,En prados de siega,,,"R. Pino, M.J. García & A. Pino",LOU 29665,PreservedSpecimen
Thapsia villosa L.,Po,Cangas,Donón,29TNG1280,120,09-V-2003,Márgenes y cunetas de la carretera,,,"R. Pino, J.J. Pino & A. Pino",LOU 29666,PreservedSpecimen
Stipa gigantea Link,Po,Cangas,Donón,29TNG1280,120,09-V-2003,Ladera orientada al SO,,,"R. Pino, J.J. Pino & A. Pino",LOU 29667,PreservedSpecimen
Nicotiana tabacum L.,Po,Cangas,"Donón, Playa de Barra",29TNG1180,50,09-V-2003,En una calle enlosada de la aldea,,,"R. Pino, J.J. Pino & A. Pino",LOU 29668,PreservedSpecimen
Centaurea paniculata L.,Po,Cangas,"Donón, Playa de Barra",29TNG1186,10,09-V-2003,Talud orientado al E no arenoso,,,"R. Pino, J.J. Pino & A. Pino",LOU 29669,PreservedSpecimen
Sedum arenarium Brot.,Po,Cangas,"Donón, Playa de Barra",29TNG1186,10,09-V-2003,Talud orientado al E no arenoso,,,"R. Pino, J.J. Pino & A. Pino",LOU 29670,PreservedSpecimen
Sesamoides purpurascens (L.) G. López,Po,Cangas,"Donón, Playa de Barra",29TNG1186,10,09-V-2003,Talud orientado al E no arenoso,,,"R. Pino, J.J. Pino & A. Pino",LOU 29671,PreservedSpecimen
Galium sp.,Po,Cangas,"Donón, Playa de Barra",29TNG1186,10,09-V-2003,Talud orientado al E no arenoso,,,"R. Pino, J.J. Pino & A. Pino",LOU 29672,PreservedSpecimen
Osyris alba L.,Po,Cangas,"Donón, Playa de Barra",29TNG1186,10,09-V-2003,Talud orientado al E no arenoso,,,"R. Pino, J.J. Pino & A. Pino",LOU 29673,PreservedSpecimen
Campanula lusitanica L.,Po,Cangas,"Donón, Playa de Barra",29TNG1186,10,09-V-2003,Talud orientado al E no arenoso,,,"R. Pino, J.J. Pino & A. Pino",LOU 29674,PreservedSpecimen
Tamus communis L.,Po,Cangas,"Donón, Playa de Barra",29TNG1186,10,09-V-2003,En muro de piedra con Hedera helix L.,,,"R. Pino, J.J. Pino & A. Pino",LOU 29675,PreservedSpecimen
Hedera helix L.,Po,Cangas,"Donón, Playa de Barra",29TNG1186,10,09-V-2003,Sobre muros y taludes,,,"R. Pino, J.J. Pino & A. Pino",LOU 29676,PreservedSpecimen
Galactites tomentosa Moench,Po,Cangas,"Donón, Playa de Barra",29TNG1186,10,09-V-2003,En las cunetas de los caminos,,,"R. Pino, J.J. Pino & A. Pino",LOU 29677,PreservedSpecimen
Arctotheca calendula (L.) Levyns,Po,Cangas,"Donón, Playa de Barra",29TNG1186,10,09-V-2003,En las cunetas de los caminos,,,"R. Pino, J.J. Pino & A. Pino",LOU 29678,PreservedSpecimen
Reseda media Lag.,Po,Cangas,"Donón, Playa de Barra",29TNG1186,10,09-V-2003,Talud orientado al E no arenoso,,,"R. Pino, J.J. Pino & A. Pino",LOU 29679,PreservedSpecimen
Echium sp.,Po,Cangas,"Donón, Playa de Barra",29TNG1186,10,09-V-2003,En las cunetas de los caminos,,,"R. Pino, J.J. Pino & A. Pino",LOU 29680,PreservedSpecimen
Helichrysum foetidum (L.) Cass.,Po,Cangas,"Donón, Playa de Barra",29TNG1186,10,09-V-2003,En las cunetas de los caminos,,,"R. Pino, J.J. Pino & A. Pino",LOU 29681,PreservedSpecimen
Ruscus aculeatus L.,Po,Cangas,"Donón, Playa de Barra",29TNG1186,10,09-V-2003,Entre Laurus nobilis. En taludes herbáceos,,,"R. Pino, J.J. Pino & A. Pino",LOU 29682,PreservedSpecimen
Silene dioica (L.) Clairv.,Po,Cangas,"Donón, Playa de Barra",29TNG1186,10,09-V-2003,En márgenes de caminos,,,"R. Pino, J.J. Pino & A. Pino",LOU 29683,PreservedSpecimen
Pentaglottis sempervirens (L.) L.H. Bailey,Po,Cangas,"Donón, Playa de Barra",29TNG1186,10,09-V-2003,En márgenes de caminos,,,"R. Pino, J.J. Pino & A. Pino",LOU 29684,PreservedSpecimen
Evax pygmaea subsp. ramosissima (Mariz) R. Fern. & I. Nogueira,Po,Cangas,"Donón, Playa de Barra",29TNG1279,5,09-V-2003,"Dunas secundarias, justo en su final",,,"R. Pino, J.J. Pino & A. Pino",LOU 29685,PreservedSpecimen
Sanguisorba minor Scop.,Po,Cangas,"Donón, Playa de Barra",29TNG1279,5,09-V-2003,En prados húmedos y taludes,,,"R. Pino, J.J. Pino & A. Pino",LOU 29686,PreservedSpecimen
Silene scabriflora Brot.,Po,Cangas,"Donón, Playa de Barra",29TNG1279,5,09-V-2003,Dunas secundarias,,,"R. Pino, J.J. Pino & A. Pino",LOU 29687,PreservedSpecimen
Parentucellia viscosa (L.) Caruel,Po,Cangas,"Donón, Playa de Barra",29TNG1279,5,09-V-2003,Dunas secundarias,,,"R. Pino, J.J. Pino & A. Pino",LOU 29688,PreservedSpecimen
Vicia lutea L.,Po,Cangas,"Donón, Playa de Barra",29TNG1279,5,09-V-2003,Dunas secundarias,,,"R. Pino, J.J. Pino & A. Pino",LOU 29689,PreservedSpecimen
Serapias lingua L.,Po,Cangas,"Donón, Playa de Barra",29TNG1279,5,09-V-2003,"Dunas secundarias , en zonas encharcadas o húmedas",,,"R. Pino, J.J. Pino & A. Pino",LOU 29690,PreservedSpecimen
Cardamine pratensis L.,Po,Cangas,"Donón, Playa de Barra",29TNG1279,5,09-V-2003,"Dunas secundarias , en zonas encharcadas o húmedas",,,"R. Pino, J.J. Pino & A. Pino",LOU 29691,PreservedSpecimen
Lamium maculatum L.,Po,Cangas,"Donón, Playa de Barra",29TNG1279,5,09-V-2003,"En zonas sombrías, márgenes y taludes",,,"R. Pino, J.J. Pino & A. Pino",LOU 29692,PreservedSpecimen
Dactylorhiza elata (Poir.) Soó,Po,Cangas,"Donón, Playa de Barra",29TNG1279,5,09-V-2003,"Dunas secundarias , en zonas encharcadas o húmedas",,,"R. Pino, J.J. Pino & A. Pino",LOU 29693,PreservedSpecimen
Myosotis ramosissima Rochel,Po,Cangas,"Donón, Playa de Barra",29TNG1279,5,09-V-2003,"Dunas secundarias , en zonas encharcadas o húmedas",,,"R. Pino, J.J. Pino & A. Pino",LOU 29694,PreservedSpecimen
Silene laeta (Aiton) Godr.,Po,Cangas,"Donón, Playa de Barra",29TNG1279,5,09-V-2003,"Dunas secundarias , en zonas encharcadas o húmedas",,,"R. Pino, J.J. Pino & A. Pino",LOU 29695,PreservedSpecimen
Parentucellia viscosa (L.) Caruel,Po,Cangas,"Donón, Playa de Barra",29TNG1279,5,09-V-2003,Dunas secundarias,,,"R. Pino, J.J. Pino & A. Pino",LOU 29696,PreservedSpecimen
Rosa canina L.,Po,Cangas,"Donón, Playa de Barra",29TNG1279,5,09-V-2003,"En la frontera de las zonas arenosas con bosques de Quercus, orientado al E",,,"R. Pino, J.J. Pino & A. Pino",LOU 29697,PreservedSpecimen
Bellis perennis L.,Po,Cangas,"Donón, Playa de Barra",29TNG1279,5,09-V-2003,En prados de pisoteo de dunas secundarias,,,"R. Pino, J.J. Pino & A. Pino",LOU 29698,PreservedSpecimen
Trifolium subterraneum L.,Po,Cangas,"Donón, Playa de Barra",29TNG1279,5,09-V-2003,En prados de pisoteo de dunas secundarias,,,"R. Pino, J.J. Pino & A. Pino",LOU 29699,PreservedSpecimen
Medicago sp.,Po,Cangas,"Donón, Playa de Barra",29TNG1279,5,09-V-2003,En prados de pisoteo de dunas secundarias,,,"R. Pino, J.J. Pino & A. Pino",LOU 29700,PreservedSpecimen
Rumex bucephalophorus L.,Po,Cangas,"Donón, Playa de Barra",29TNG1279,5,09-V-2003,Dunas secundarias,,,"R. Pino, J.J. Pino & A. Pino",LOU 29701,PreservedSpecimen
Malcolmia littorea (L.) R. Br.,Po,Cangas,"Donón, Playa de Barra",29TNG1279,5,09-V-2003,Dunas secundarias,,,"R. Pino, J.J. Pino & A. Pino",LOU 29702,PreservedSpecimen
Scrophularia frutescens L.,Po,Cangas,"Donón, Playa de Barra",29TNG1279,5,09-V-2003,Dunas secundarias,,,"R. Pino, J.J. Pino & A. Pino",LOU 29703,PreservedSpecimen
Bartsia trixago L.,Po,Cangas,"Donón, Playa de Barra",29TNG1279,5,09-V-2003,Dunas secundarias,,,"R. Pino, J.J. Pino & A. Pino",LOU 29704,PreservedSpecimen
Centranthus calcitrapae (L.) Dufr.,Po,Cangas,"Donón, Playa de Barra",29TNG1279,5,09-V-2003,Dunas secundarias . También aparece más arriba de las zonas arenosas,,,"R. Pino, J.J. Pino & A. Pino",LOU 29705,PreservedSpecimen
Centaurea sphaerocephala subsp. polyacantha (Willd.) Dostál,Po,Cangas,"Donón, Playa de Barra",29TNG1279,5,09-V-2003,"En terreno arenosos, orientados al E, antiguos cultivos de vid, y en zonas de escaso pisoteo",,,"R. Pino, J.J. Pino & A. Pino",LOU 29706,PreservedSpecimen
Linaria polygalifolia Hoffmanns. & Link,Po,Cangas,"Donón, Playa de Barra",29TNG1279,5,09-V-2003,Dunas secundarias,,,"R. Pino, J.J. Pino & A. Pino",LOU 29707,PreservedSpecimen
Centaurea sphaerocephala subsp. polyacantha (Willd.) Dostál,Po,Cangas,"Donón, Playa de Barra",29TNG1279,5,09-V-2003,"En terreno arenosos, orientados al E, antiguos cultivos de vid, y en zonas de escaso pisoteo",,,"R. Pino, J.J. Pino & A. Pino",LOU 29708,PreservedSpecimen
Geranium columbinum L.,Po,Cangas,"Donón, Playa de Barra",29TNG1279,5,09-V-2003,"Dunas secundarias , en zonas encharcadas o húmedas",,,"R. Pino, J.J. Pino & A. Pino",LOU 29709,PreservedSpecimen
Teucrium scorodonia L.,Po,Cangas,"Donón, Playa de Barra",29TNG1279,5,09-V-2003,"Dunas secundarias , en zonas encharcadas o húmedas",,,"R. Pino, J.J. Pino & A. Pino",LOU 29710,PreservedSpecimen
Iris pseudacorus L.,Po,Cangas,"Donón, Playa de Barra",29TNG1279,5,09-V-2003,"En los márgenes del riachuelo, cuando no en medio del",,,"R. Pino, J.J. Pino & A. Pino",LOU 29711,PreservedSpecimen
Silene gallica L.,Po,Cangas,"Donón, Playa de Barra",29TNG1279,5,09-V-2003,"Dunas secundarias , en zonas encharcadas o húmedas",,,"R. Pino, J.J. Pino & A. Pino",LOU 29712,PreservedSpecimen
Evax pygmaea subsp. ramosissima (Mariz) R. Fern. & I. Nogueira,Po,Cangas,"Donón, Playa de Barra",29TNG1279,5,08-V-2003,En zonas pisoteadas de dunas secundarias,,,"R. Pino, J.J. Pino & A. Pino",LOU 29713,PreservedSpecimen
Evax pygmaea subsp. ramosissima (Mariz) R. Fern. & I. Nogueira,Po,Cangas,"Donón, Playa de Barra",29TNG1279,5,08-V-2003,En zonas pisoteadas de dunas secundarias,,,"R. Pino, J.J. Pino & A. Pino",LOU 29714,PreservedSpecimen
Evax pygmaea subsp. ramosissima (Mariz) R. Fern. & I. Nogueira,Po,Cangas,"Donón, Playa de Barra",29TNG1279,5,08-V-2003,En zonas pisoteadas de dunas secundarias,,,"R. Pino, J.J. Pino & A. Pino",LOU 29715,PreservedSpecimen
Ophioglossum lusitanicum L.,Po,Cangas,"Donón, Playa de Barra",29TNG1279,5,08-V-2003,En prados semiencharcados,,,"R. Pino, J.J. Pino & A. Pino",LOU 29716,PreservedSpecimen
Medicago marina L.,Po,Cangas,"Donón, Playa de Barra",29TNG1279,5,08-V-2003,Dunas secundarias,,,"R. Pino, J.J. Pino & A. Pino",LOU 29717,PreservedSpecimen
Leontodon taraxacoides (Vill.) Mérat subsp. taraxacoides,Po,Illa de Arousa,Xidoiro Areoso,29TNH0810,3,14-V-2003,Dunas de toda la isla,,,"R. Pino, J.J. Pino & A. Pino",LOU 29718,PreservedSpecimen
Viola kitaibeliana Schult.,Po,Illa de Arousa,Xidoiro Areoso,29TNH0810,3,14-V-2003,En zonas protegidas y nitirficadas de las dunas secundarias,,,"R. Pino, J.J. Pino & A. Pino",LOU 29719,PreservedSpecimen
Rumex bucephalophorus L.,Po,Illa de Arousa,Xidoiro Areoso,29TNH0810,3,14-V-2003,En las zonas menos arenosas de las dunas,,,"R. Pino, J.J. Pino & A. Pino",LOU 29720,PreservedSpecimen
Lagurus ovatus L.,Po,Illa de Arousa,Xidoiro Areoso,29TNH0810,3,14-V-2003,Dunas secundarias,,,"R. Pino, J.J. Pino & A. Pino",LOU 29721,PreservedSpecimen
Silene scabriflora Brot.,Po,Illa de Arousa,Xidoiro Areoso,29TNH0810,3,14-V-2003,En las dunas de toda la isla,,,"R. Pino, J.J. Pino & A. Pino",LOU 29722,PreservedSpecimen
Alyssum loiseleurii P. Fourn.,Po,Illa de Arousa,Xidoiro Areoso,29TNH0810,3,14-V-2003,En las dunas de toda la isla,,,"R. Pino, J.J. Pino & A. Pino",LOU 29723,PreservedSpecimen
Centranthus calcitrapae (L.) Dufr.,Po,Illa de Arousa,Xidoiro Areoso,29TNH0810,3,14-V-2003,En las dunas de toda la isla,,,"R. Pino, J.J. Pino & A. Pino",LOU 29724,PreservedSpecimen
Medicago italica (Mill.) Fiori,Po,Illa de Arousa,Xidoiro Areoso,29TNH0810,3,14-V-2003,En las dunas de toda la isla,,,"R. Pino, J.J. Pino & A. Pino",LOU 29725,PreservedSpecimen
Avena sterilis L.,Po,Illa de Arousa,Xidoiro Areoso,29TNH0809,3,14-V-2003,"En la zona sur, más húmeda",,,"R. Pino, J.J. Pino & A. Pino",LOU 29726,PreservedSpecimen
Lolium perenne L.,Po,Illa de Arousa,Xidoiro Areoso,29TNH0810,3,14-V-2003,Dunas de toda la isla,,,"R. Pino, J.J. Pino & A. Pino",LOU 29727,PreservedSpecimen
Silene scabriflora Brot.,Po,Illa de Arousa,Xidoiro Areoso,29TNH0810,3,14-V-2003,En las dunas de toda la isla,,,"R. Pino, J.J. Pino & A. Pino",LOU 29728,PreservedSpecimen
Vicia lutea L.,Po,Illa de Arousa,Xidoiro Areoso,29TNH0809,3,14-V-2003,En zonas de cobertura herbácea importante,,,"R. Pino, J.J. Pino & A. Pino",LOU 29729,PreservedSpecimen
Anthyllis vulneraria L.,Po,Illa de Arousa,Xidoiro Areoso,29TNH0810,3,14-V-2003,En las dunas de toda la isla,,,"R. Pino, J.J. Pino & A. Pino",LOU 29730,PreservedSpecimen
Silene uniflora Roth subsp. uniflora,Po,Illa de Arousa,Xidoiro Areoso,29TNH0809,3,14-V-2003,En torno a los escasos roquedos del sur de la isla,,,"R. Pino, J.J. Pino & A. Pino",LOU 29731,PreservedSpecimen
Seseli tortuosum L.,Po,Illa de Arousa,Xidoiro Areoso,29TNH0810,3,14-V-2003,Dunas de toda la isla,,,"R. Pino, J.J. Pino & A. Pino",LOU 29732,PreservedSpecimen
Reichardia gaditana (Willk.) Cout.,Po,Illa de Arousa,Xidoiro Areoso,29TNH0810,3,14-V-2003,Dunas de toda la isla,,,"R. Pino, J.J. Pino & A. Pino",LOU 29733,PreservedSpecimen
Crucianella maritima L.,Po,Illa de Arousa,Xidoiro Areoso,29TNH0810,3,14-V-2003,Dunas de toda la isla,,,"R. Pino, J.J. Pino & A. Pino",LOU 29734,PreservedSpecimen
Mibora minima (L.) Desv.,Po,Illa de Arousa,Xidoiro Areoso,29TNH0810,3,14-V-2003,Dunas de toda la isla,,,"R. Pino, J.J. Pino & A. Pino",LOU 29735,PreservedSpecimen
Jasione montana L.,Po,Illa de Arousa,Xidoiro Areoso,29TNH0810,3,14-V-2003,Dunas de toda la isla,,,"R. Pino, J.J. Pino & A. Pino",LOU 29737,PreservedSpecimen
Euphorbia paralias L.,Po,Illa de Arousa,Xidoiro Areoso,29TNH0810,3,14-V-2003,En el frente dunar del sur principalmente,,,"R. Pino, J.J. Pino & A. Pino",LOU 29738,PreservedSpecimen
Crithmum maritimum L.,Po,Illa de Arousa,Xidoiro Areoso,29TNH0809,3,14-V-2003,"En la costa, propiamente dicha",,,"R. Pino, J.J. Pino & A. Pino",LOU 29739,PreservedSpecimen
Medicago italica (Mill.) Fiori,Po,Illa de Arousa,Xidoiro Areoso,29TNH0809,3,14-V-2003,En dunas de la isla,,,"R. Pino, J.J. Pino & A. Pino",LOU 29740,PreservedSpecimen
Erodium cicutarium subsp. bipinnatum Tourlet,Po,Illa de Arousa,Xidoiro Areoso,29TNH0810,3,14-V-2003,Dunas de toda la isla,,,"R. Pino, J.J. Pino & A. Pino",LOU 29742,PreservedSpecimen
Rumex acetosa L. subsp. acetosa,Po,Illa de Arousa,Xidoiro Areoso,29TNH0809,3,14-V-2003,Sobre dunas con buena cobertura,,,"R. Pino, J.J. Pino & A. Pino",LOU 29743,PreservedSpecimen
Rumex acetosa subsp. biformis (Lange) Castrov. & Valdés Berm.,Po,Illa de Arousa,Xidoiro Areoso,29TNH0809,3,14-V-2003,En dunas de la isla,,,"R. Pino, J.J. Pino & A. Pino",LOU 29744,PreservedSpecimen
Helichrysum italicum subsp. serotinum (Boiss.) P. Fourn.,Po,Illa de Arousa,Xidoiro Areoso,29TNH0810,3,14-V-2003,Dunas de toda la isla,,,"R. Pino, J.J. Pino & A. Pino",LOU 29745,PreservedSpecimen
Papaver dubium L.,Po,Illa de Arousa,Xidoiro Areoso,29TNH0810,3,14-V-2003,Dunas de toda la isla,,,"R. Pino, J.J. Pino & A. Pino",LOU 29746,PreservedSpecimen
Dactylis glomerata L.,Po,Illa de Arousa,Xidoiro Areoso,29TNH0810,3,14-V-2003,Dunas de toda la isla,,,"R. Pino, J.J. Pino & A. Pino",LOU 29747,PreservedSpecimen
Euphorbia portlandica L.,Po,Illa de Arousa,Xidoiro Areoso,29TNH0810,3,14-V-2003,Dunas de toda la isla,,,"R. Pino, J.J. Pino & A. Pino",LOU 29748,PreservedSpecimen
