collectionCode,scientificName,identifiedBy,verbatimIdentification,identificationRemarks,identificationQualifier,identificationReferences,year,month,day,recordedBy,otherCatalogNumbers,countryCode,stateProvince,county,verbatimLocality,verbatimCoordinates,verbatimElevation,habitat,9069,catalogNumber,occurrenceID,basisOfRecord
SANT-Bryo,Fissidens monguillonii Thér.,J. Reinoso,Fisidens monguillonii Thèr.,,,,2001,9,4,J. Reinoso,,ES,Po,,Bayona (cueva),,,cueva,,3021-A,SANT:SANT-Bryo:3021-A,HumanObservation
SANT-Bryo,Schistostega pennata (Hedw.) F.Weber & D.Mohr,J.Reinoso,,,,,2001,9,4,J.Reinoso,,ES,Po,,Bayona (cueva),,,Cueva,,3022-A,SANT:SANT-Bryo:3022-A,HumanObservation
SANT-Bryo,Splachnum ampullaceum Hedw.,J. Reinoso,,,,,2001,9,7,J. Reinoso,,ES,Po,,"Xestido, Xistral (Lugo)",,,turbera,,3023-A,SANT:SANT-Bryo:3023-A,HumanObservation
SANT-Bryo,Sphagnum pylaesii Brid.,J. Reinoso,Sphagnum pylaissii Brid.,,,,2001,9,7,J. Reinoso,,ES,Po,,"Xestido, Xistral (Lugo)",,,turbera,,3024-A,SANT:SANT-Bryo:3024-A,HumanObservation
SANT-Bryo,Scapania undulata (L.) Dumort.,J. Reinoso,Scapania undulata (L.) Dum.,,,,2001,8,30,J. Reinoso,,ES,Po,,Monte Pedroso (Santiago),,,talud,,3025-A,SANT:SANT-Bryo:3025-A,HumanObservation
SANT-Bryo,Dicranum scoparium Hedw.,J. Reinoso,,,,,2001,8,30,J. Reinoso,,ES,Po,,Monte Pedroso (Santiago),,,suelo pinar,,3026-A,SANT:SANT-Bryo:3026-A,HumanObservation
SANT-Bryo,Metzgeria furcata (L.) Dumort.,J. Reinoso,Metzgeria furcata (L.) Dum.,,,,2001,8,30,J. Reinoso,,ES,Po,,Monte Pedroso (Santiago),,,roble,,3027-A,SANT:SANT-Bryo:3027-A,HumanObservation
SANT-Bryo,Ulota crispa (Hedw.) Brid.,J. Reinoso,Ulota crispa (Hedw.) Brid,,,,2001,8,30,J. Reinoso,,ES,Po,,Monte Pedroso (Santiago),,,roble,,3028-A,SANT:SANT-Bryo:3028-A,HumanObservation
SANT-Bryo,Frullania tamarisci (L.) Dumort.,J. Reinoso,Frullania tamarisci (L.) Dum.,,,,2001,8,30,J. Reinoso,,ES,Po,,Monte Pedroso (Santiago),,,roble,,3029-A,SANT:SANT-Bryo:3029-A,HumanObservation
SANT-Bryo,Polytrichastrum formosum (Hedw.) G.L.Sm.,J. Reinoso,Polytrichastrum formosum Hedw.,,,,2001,8,30,J. Reinoso,,ES,Po,,Monte Pedroso (Santiago),,,"suelo, pinar",,3030-A,SANT:SANT-Bryo:3030-A,HumanObservation
SANT-Bryo,Campylopus introflexus (Hedw.) Brid.,J. Reinoso,Campylopus introflexus (Hedw.) Lindb.,,cf.,,2001,8,30,J. Reinoso,,ES,Po,,Monte Pedroso (Santiago),,,suelo pinar,,3031-A,SANT:SANT-Bryo:3031-A,HumanObservation
SANT-Bryo,Metzgeria furcata (L.) Dumort.,J. Reinoso,Metzgeria furcata (L.) Dum.,,,,2001,8,30,J. Reinoso,,ES,Po,,Monte Pedroso (Santiago),,,roble,,3032-A,SANT:SANT-Bryo:3032-A,HumanObservation
SANT-Bryo,Frullania dilatata (L.) Dumort.,J. Reinoso,Frullana dilatata (L.)Dum.,,,,2001,8,30,J. Reinoso,,ES,Po,,Monte Pedroso (Santiago),,,roble,,3032-A,SANT:SANT-Bryo:3032-A,HumanObservation
SANT-Bryo,Ulota crispa (Hedw.) Brid.,J.Reinoso,,,,,2001,8,30,J.Reinoso,,ES,Po,,Monte Pedroso (Santiago),,,Roble,,3033-A,SANT:SANT-Bryo:3033-A,HumanObservation
SANT-Bryo,Ulota crispa (Hedw.) Brid.,J. Reinoso,Ulota crispa Brid.,,,,2001,8,30,J. Reinoso,,ES,Po,,Figueiras (Santiago),,,roble,,3034-A,SANT:SANT-Bryo:3034-A,HumanObservation
SANT-Bryo,Frullania dilatata (L.) Dumort.,J. Reinoso,Frullania dilatata (L.)Dum.,,,,2001,8,30,J. Reinoso,,ES,Po,,Figueiras (Santiago),,,roble,,3034-A,SANT:SANT-Bryo:3034-A,HumanObservation
SANT-Bryo,Lejeunea ulicina (Taylor) Gottsche,J. Reinoso,Lejeunea ulicina (Tayl.) Gott. et al.,,,,2001,8,30,J. Reinoso,,ES,Po,,Monte Pedroso (Santiago),,,suelo robledal,,3035-A,SANT:SANT-Bryo:3035-A,HumanObservation
SANT-Bryo,Ulota crispa (Hedw.) Brid.,J. Reinoso,Ulota crispa,,,,2001,8,30,J. Reinoso,,ES,Po,,Monte Pedroso (Santiago),,,suelo robledal,,3036-A,SANT:SANT-Bryo:3036-A,HumanObservation
SANT-Bryo,Polytrichastrum formosum (Hedw.) G.L.Sm.,J. Reinoso,Polytrichum formosum Hedw,,,,2001,8,30,J. Reinoso,,ES,Po,,Monte Pedroso (Santiago),,,suelo robledal,,3037-A,SANT:SANT-Bryo:3037-A,HumanObservation
SANT-Bryo,Diplophyllum taxifolium (Wahlenb.) Dumort.,J. Reinoso,Diplophyllum taxifolium (Walenb.) Dum.,,,,2001,4,10,J. Reinoso,,ES,Po,,"Xistral, Abadín (Lugo)",,,turbera,,3038-A,SANT:SANT-Bryo:3038-A,HumanObservation
SANT-Bryo,Campylopus flexuosus (Hedw.) Brid.,J.Reinoso,,,,,2001,4,10,J. Reinoso,,ES,Po,,"Xistral, Abadín (Lugo)",,,Turbera,,3038-A,SANT:SANT-Bryo:3038-A,HumanObservation
SANT-Bryo,Scapania sp.,J.Reinoso,,,,,2001,4,10,J. Reinoso,,ES,Po,,"Xistral, Abadín (Lugo)",,,Turbera,,3039-A,SANT:SANT-Bryo:3039-A,HumanObservation
SANT-Bryo,Cephaloziella sp.,J.Reinoso,,,,,2001,4,10,J. Reinoso,,ES,Po,,"Xistral, Abadín (Lugo)",,,Turbera,,3040-A,SANT:SANT-Bryo:3040-A,HumanObservation
SANT-Bryo,Campylopus introflexus (Hedw.) Brid.,J. Reinoso,,,,,2001,4,10,J. Reinoso,,ES,Po,,"Xistral, Cadramón (Lugo)",,,turbera,,3041-A,SANT:SANT-Bryo:3041-A,HumanObservation
SANT-Bryo,Campylopus flexuosus (Hedw.) Brid.,J. Reinoso,,,,,2001,4,10,J. Reinoso,,ES,Po,,"Xistral, Abadín (Lugo)",,,turbera,,3042-A,SANT:SANT-Bryo:3042-A,HumanObservation
SANT-Bryo,Cephaloziella sp.,J. Reinoso,,,,,2001,4,10,J. Reinoso,,ES,Po,,"Xistral, Abadín (Lugo)",,,turbera,,3043-A,SANT:SANT-Bryo:3043-A,HumanObservation
SANT-Bryo,Dicranum scoparium Hedw.,"M. Brugués, E. Ruiz",,,,,2001,4,10,J. Reinoso,,ES,Po,,"Xistral, Cadramón (parte alta aerogeneradores)",29TPJ1717,,turbera,,3043-B,SANT:SANT-Bryo:3043-B,HumanObservation
SANT-Bryo,Dicranum scoparium Hedw.,J. Reinoso,,,,,2001,4,10,J. Reinoso,,ES,Po,,"Xistral, Cadramón (Lugo)",,,turbera,,3044-A,SANT:SANT-Bryo:3044-A,HumanObservation
SANT-Bryo,Odontoschisma sphagni (Dicks.) Dumort.,J. Reinoso,Odontoschisma sphagni (Dicks.) Dum.,,,,2001,4,10,J. Reinoso,,ES,Po,,"Xistral, Cadramón (Lugo), aerogeneradores",,,turbera,,3045-A,SANT:SANT-Bryo:3045-A,HumanObservation
SANT-Bryo,Leucobryum juniperoideum (Brid.) Müll.Hal.,J. Reinoso,Leucobryum junperoideum,,,,2001,4,10,J. Reinoso,,ES,Po,,"Xistral, Cadramón (Lugo), aerogeneradores",,,turbera,,3046-A,SANT:SANT-Bryo:3046-A,HumanObservation
SANT-Bryo,Leucobryum juniperoideum (Brid.) Müll.Hal.,M.Brugués,,,,,2001,4,10,J. Reinoso,,ES,Po,,"Xistral, Cadramón (Lugo)",,,turbera,,3047-A,SANT:SANT-Bryo:3047-A,HumanObservation
SANT-Bryo,Odontoschisma sphagni (Dicks.) Dumort.,J. Reinoso,,,,,2001,4,10,J. Reinoso,,ES,Po,,"Xistral, Cadramón (Lugo)",,,turbera,,3048-A,SANT:SANT-Bryo:3048-A,HumanObservation
SANT-Bryo,Racomitrium heterostichum (Hedw.) Brid.,J. Reinoso,Racomitrium lanuginosum (Hedw.) Brid.,,,,2001,4,10,J. Reinoso,,ES,Po,,"Xistral, Cadramón (Lugo)",,,turbera,,3048-B,SANT:SANT-Bryo:3048-B,HumanObservation
SANT-Bryo,Scapania gracilis Lindb.,J. Reinoso,,,,,2001,4,10,J. Reinoso,,ES,Po,,"Xistral, Cadramón (Lugo)",,,turbera,,3048-C,SANT:SANT-Bryo:3048-C,HumanObservation
SANT-Bryo,Dicranum sp.,J. Reinoso,,,,,2001,4,10,J. Reinoso,,ES,Po,,"Xistral, Cadramón (Lugo)",,,turbera,,3048-D,SANT:SANT-Bryo:3048-D,HumanObservation
SANT-Bryo,Bryum capillare Hedw.,J. Reinoso,,,,,2001,4,10,J. Reinoso,,ES,Po,,"Xistral, Cadramón (Lugo)",,,turbera,,3049-A,SANT:SANT-Bryo:3049-A,HumanObservation
SANT-Bryo,Polytrichum longisetum Sw. ex Brid.,J. Reinoso,Polytrichum longisetum Sw.,,,,2001,11,10,J. Reinoso,,ES,Po,,"San Xusto (Noya), bajada a la capilla",,,talud rezumante,,3050-A,SANT:SANT-Bryo:3050-A,HumanObservation
SANT-Bryo,Hypnum cupressiforme Hedw.,J. Reinoso,,,,,2001,11,10,J. Reinoso,,ES,Po,,San Xusto (Noya),,,talud,,3051-A,SANT:SANT-Bryo:3051-A,HumanObservation
SANT-Bryo,Pseudoscleropodium purum (Hedw.) M.Fleisch.,J. Reinoso,Pseudoscleropodium purum Hedw.,,,,2001,11,10,J. Reinoso,,ES,Po,,San Xusto (Noya),,,talud,,3052-A,SANT:SANT-Bryo:3052-A,HumanObservation
SANT-Bryo,Polytrichastrum formosum (Hedw.) G.L.Sm.,J. Reinoso,Polytrichum formosum,,,,2001,11,10,J. Reinoso,,ES,Po,,San Xusto (Noya),,,talud,,3052-A,SANT:SANT-Bryo:3052-A,HumanObservation
SANT-Bryo,Sphagnum denticulatum Brid.,J.Reinoso,,,,,2001,11,10,J. Reinoso,,ES,Po,,Roxos (Santiago),,,talud,,3053-A,SANT:SANT-Bryo:3053-A,HumanObservation
SANT-Bryo,Entosthodon fascicularis (Hedw.) Müll.Hal.,J. Reinoso,Entosthodon fascicularis (Hedw.) C.Müll,,,,2001,11,10,J. Reinoso,,ES,Po,,Brañas de Vrins (Santiago),,,turbera,,3054-A,SANT:SANT-Bryo:3054-A,HumanObservation
SANT-Bryo,Weissia controversa Hedw.,J. Reinoso,,,,,2001,11,10,J. Reinoso,,ES,Po,,Brañas de Vrins (Santiago),,,taludes,,3055-A,SANT:SANT-Bryo:3055-A,HumanObservation
SANT-Bryo,Polytrichum piliferum Hedw.,J. Reinoso,,,,,2001,11,10,J. Reinoso,,ES,Po,Noya,San Xusto,,,turbera,,3056-A,SANT:SANT-Bryo:3056-A,HumanObservation
SANT-Bryo,Trichostomum brachydontium Bruch,J. Reinoso,,,,,1997,5,30,J. Reinoso,,ES,Po,,"Louro (A Coruña), acantilados cerca del Faro",,,tojal-brezal,,3057-A,SANT:SANT-Bryo:3057-A,HumanObservation
SANT-Bryo,Sphagnum subsecundum Nees,J. Reinoso,,,,,1997,5,30,J. Reinoso,,ES,Po,,Faro de Louro (A Coruña),,,arroyo,,3057-B,SANT:SANT-Bryo:3057-B,HumanObservation
SANT-Bryo,Riccia nigrella DC.,J. Reinoso,Riccia nigrella DC,,,,1997,5,30,J. Reinoso,,ES,Po,,Faro de Louro (A Coruña),,,brezal próximo a acantilados,,3058-A,SANT:SANT-Bryo:3058-A,HumanObservation
SANT-Bryo,Campylopus brevipilus Bruch & Schimp.,M.Brugués,,,,,1997,5,30,J. Reinoso,,ES,Po,,Faro de Louro (A Coruña),,,tojal-brezal,,3059-A,SANT:SANT-Bryo:3059-A,HumanObservation
SANT-Bryo,Campylopus pilifer Brid.,J. Reinoso,,,,,1997,5,30,J. Reinoso,,ES,Po,,"Monte Louro (acantilados), A Coruña",,,rocas,,3060-A,SANT:SANT-Bryo:3060-A,HumanObservation
SANT-Bryo,Grimmia trichophylla Grev.,J. Reinoso,,,,,1997,5,30,J. Reinoso,,ES,Po,,Monte Louro (A Coruña),,,rocas en brezal-tojal,,3061-A,SANT:SANT-Bryo:3061-A,HumanObservation
SANT-Bryo,Ditrichum subulatum Hampe,J. Reinoso,,,,,1997,5,30,J. Reinoso,,ES,Po,,Monte Louro (A Coruña),,,tierra húmeda en brezal-tojal,,3062-A,SANT:SANT-Bryo:3062-A,HumanObservation
SANT-Bryo,Riccia glauca L.,J. Reinoso,,,,,1997,5,30,J. Reinoso,,ES,Po,,Monte Louro (A Coruña),,,brezal-tojal,,3063-A,SANT:SANT-Bryo:3063-A,HumanObservation
SANT-Bryo,Sphagnum denticulatum Brid.,J.Reinoso,,,,,1997,5,30,J. Reinoso,,ES,Po,,Monte Louro (A Coruña),,,arroyo,,3063-B,SANT:SANT-Bryo:3063-B,HumanObservation
SANT-Bryo,Sphagnum denticulatum Brid.,J.Reinoso,,,,,1997,5,30,J. Reinoso,,ES,Po,,Faro de Louro (A Coruña),,,arroyo,,3064-A,SANT:SANT-Bryo:3064-A,HumanObservation
SANT-Bryo,Campylopus introflexus (Hedw.) Brid.,J. Reinoso,,,,,1997,5,30,J. Reinoso,,ES,Po,,Faro de Louro (A Coruña),,,tojal-brezal,,3065-A,SANT:SANT-Bryo:3065-A,HumanObservation
SANT-Bryo,Bryum alpinum Huds. ex With.,J. Reinoso,Bryum alpinum With.,,,,1997,5,30,J. Reinoso,,ES,Po,,Monte Louro (A Coruña),,,rocas,,3066-A,SANT:SANT-Bryo:3066-A,HumanObservation
SANT-Bryo,Frullania dilatata (L.) Dumort.,J. Reinoso,Frullania dilatata (L.) Dum.,,,,1997,5,30,J. Reinoso,,ES,Po,,Faro de Louro (A Coruña),,,rocas,,3067-A,SANT:SANT-Bryo:3067-A,HumanObservation
SANT-Bryo,Riccia beyrichiana Hampe ex Lehm.,J. Reinoso,,,,,1997,5,30,J. Reinoso,,ES,Po,,acantilados de Monte Louro (A Coruña),,,brezal-tojal,,3068-A,SANT:SANT-Bryo:3068-A,HumanObservation
SANT-Bryo,Cephaloziella hampeana (Nees) Schiffn. ex Loeske,J. Reinoso,Cephaloziella hampeana (Nees.) Schiffn.,,,,1997,5,30,J. Reinoso,,ES,Po,,Monte Louro (A Coruña),,,tierra húmeda,,3069-A,SANT:SANT-Bryo:3069-A,HumanObservation
SANT-Bryo,Bryum torquescens Bruch ex De Not.,J. Reinoso,Bryum torquescens B.S.G.,,,,1997,5,30,J. Reinoso,,ES,Po,,Monte Louro (A Coruña),,,tierra húmeda,,3070-A,SANT:SANT-Bryo:3070-A,HumanObservation
SANT-Bryo,Weissia controversa Hedw.,J. Reinoso,,,,,1997,5,30,J. Reinoso,,ES,Po,,Monte Louro (A Coruña),,,rocas,,3070-B,SANT:SANT-Bryo:3070-B,HumanObservation
SANT-Bryo,Trichostomum brachydontium Bruch,J. Reinoso,,,,,1997,5,30,J. Reinoso,,ES,Po,,Monte Louro (A Coruña),,,grietas de rocas,,3071-A,SANT:SANT-Bryo:3071-A,HumanObservation
SANT-Bryo,Bryum rubens Mitt.,J. Reinoso,,,,,1997,5,30,J. Reinoso,,ES,Po,,Monte Louro (A Coruña),,,brezal-tojal,,3072-A,SANT:SANT-Bryo:3072-A,HumanObservation
SANT-Bryo,Weissia controversa Hedw.,J. Reinoso,,,,,1997,5,30,J. Reinoso,,ES,Po,,Monte Louro (A Coruña),,,brezal-tojal,,3073-A,SANT:SANT-Bryo:3073-A,HumanObservation
SANT-Bryo,Ceratodon purpureus (Hedw.) Brid.,J. Reinoso,Ceratodon purpureus Brid.,,,,1997,5,16,J. Reinoso,,ES,Po,,Faro de Louro (A Coruña),,,talud,,3074-A,SANT:SANT-Bryo:3074-A,HumanObservation
SANT-Bryo,Pleuridium acuminatum Lindb.,J. Reinoso,Pleuridium acminatum Lindb.,,,,1997,5,16,J. Reinoso,,ES,Po,,Sendero Faro de Louro (A Coruña),,,Taludes,,3075-A,SANT:SANT-Bryo:3075-A,HumanObservation
SANT-Bryo,Polytrichum piliferum Hedw.,J. Reinoso,Polytrichum pilifer Hedw.,,,,1997,5,16,J. Reinoso,,ES,Po,,Faro de Louro (A Coruña),,,talud,,3076-A,SANT:SANT-Bryo:3076-A,HumanObservation
SANT-Bryo,Campylopus pilifer Brid.,J. Reinoso,,,,,1997,5,16,J. Reinoso,,ES,Po,,Faro de Louro (A Coruña),,,talud,,3077-A,SANT:SANT-Bryo:3077-A,HumanObservation
SANT-Bryo,Hedwigia ciliata (Hedw.) P.Beauv.,J. Reinoso,Hedwigia ciliata (Hedw.) P. Beauv.,,cf.,,1997,5,16,J. Reinoso,,ES,Po,,Faro de Louro (A Coruña),,,rocas,,3078-A,SANT:SANT-Bryo:3078-A,HumanObservation
SANT-Bryo,Pogonatum aloides (Hedw.) P.Beauv.,J. Reinoso,,,,,1997,5,16,J. Reinoso,,ES,Po,,Faro de Louro (A Coruña),,,talud,,3078-B,SANT:SANT-Bryo:3078-B,HumanObservation
SANT-Bryo,Racomitrium heterostichum (Hedw.) Brid.,J. Reinoso,,,,,1997,5,16,J. Reinoso,,ES,Po,,aro de Louro (A Coruña),,,talud,,3078-C,SANT:SANT-Bryo:3078-C,HumanObservation
SANT-Bryo,Campylopus introflexus (Hedw.) Brid.,J. Reinoso,,,,,1997,5,16,J. Reinoso,,ES,Po,,Faro de Louro (A Coruña),,,talud,,3079-A,SANT:SANT-Bryo:3079-A,HumanObservation
SANT-Bryo,Ceratodon purpureus (Hedw.) Brid.,J. Reinoso,"Ceratodon purpureus (Hedw,) Brid.",,,,1997,5,16,J. Reinoso,,ES,Po,,Faro de Louro (A Coruña),,,talud,,3080-A,SANT:SANT-Bryo:3080-A,HumanObservation
SANT-Bryo,Campylopus pilifer Brid.,J. Reinoso,,,,,1997,5,16,J. Reinoso,,ES,C,,Faro de Louro (A Coruña),,,talud,,3081-A,SANT:SANT-Bryo:3081-A,HumanObservation
SANT-Bryo,Polytrichastrum formosum (Hedw.) G.L.Sm.,J. Reinoso,Polytrichastrum formosum (Hedw.) G.L. Sm.,,,,1997,5,16,J. Reinoso,,ES,C,,Faro de Louro (A Coruña),,,talud,,3082-A,SANT:SANT-Bryo:3082-A,HumanObservation
SANT-Bryo,Dicranella heteromalla (Hedw.) Schimp.,J. Reinoso,,,,,1997,5,16,J. Reinoso,,ES,C,,Faro de Louro (A Coruña),,,talud derecho sendero,,3083-A,SANT:SANT-Bryo:3083-A,HumanObservation
SANT-Bryo,Campylopus pilifer Brid.,J. Reinoso,,,,,1997,5,16,J. Reinoso,,ES,C,,Faro de Louro (A Coruña),,,talud,,3084-A,SANT:SANT-Bryo:3084-A,HumanObservation
SANT-Bryo,Grimmia laevigata (Brid.) Brid.,J. Reinoso,Grimmia laevigata Brid.,,,,1997,5,16,J. Reinoso,,ES,C,,Laguna de Louro (A Coruña),,,juncal,,3085-A,SANT:SANT-Bryo:3085-A,HumanObservation
SANT-Bryo,Racomitrium heterostichum (Hedw.) Brid.,J. Reinoso,,,,,1997,5,16,J. Reinoso,,ES,C,,Faro de Louro (A Coruña),,,talud,,3086-A,SANT:SANT-Bryo:3086-A,HumanObservation
SANT-Bryo,Campylopus pilifer Brid.,J. Reinoso,,,,,1997,5,16,J. Reinoso,,ES,C,,Faro de Louro (A Coruña),,,talud,,3087-A,SANT:SANT-Bryo:3087-A,HumanObservation
SANT-Bryo,Hedwigia ciliata (Hedw.) P.Beauv.,J. Reinoso,Hedwigia ciliata (Hedw.) P. Beauv.,,cf.,,1997,5,16,J. Reinoso,,ES,C,,Faro de Louro (A Coruña),,,rocas,,3088-A,SANT:SANT-Bryo:3088-A,HumanObservation
SANT-Bryo,Didymodon acutus (Brid.) K.Saito,J. Reinoso,Didymodon acutus (Brid.) Saito,,,,1997,5,16,J. Reinoso,,ES,C,,Laguna de Louro (A Coruña),,,juncales,,3089-A,SANT:SANT-Bryo:3089-A,HumanObservation
SANT-Bryo,Frullania dilatata (L.) Dumort.,J. Reinoso,Frullania dilatata (L. Dum.,,,,1997,5,16,J. Reinoso,,ES,C,,Laguna de Louro (A Coruña),,,muro de contención,,3090-A,SANT:SANT-Bryo:3090-A,HumanObservation
SANT-Bryo,Trichostomum brachydontium Bruch,J. Reinoso,Trichostomum brachydontium Bruch.,,,,1997,5,16,J. Reinoso,,ES,C,,Laguna de Louro (A Coruña),,,muro de contención,,3091-A,SANT:SANT-Bryo:3091-A,HumanObservation
SANT-Bryo,Hypnum cupressiforme Hedw.,J. Reinoso,,,,,1997,5,16,J. Reinoso,,ES,C,,Laguna de Louro (A Coruña),,,suelo arenoso,,3092-A,SANT:SANT-Bryo:3092-A,HumanObservation
SANT-Bryo,Calliergonella cuspidata (Hedw.) Loeske,J. Reinoso,,,,,1997,5,16,J. Reinoso,,ES,C,,Laguna de Louro (A Coruña),,,juncales,,3092-B,SANT:SANT-Bryo:3092-B,HumanObservation
